student_id,course_id,gender,enrollment_reason,enrollment_status,time_spent
89333,FrScA-S216-01,F,Other,Approved/Enrolled,945.417
89345,FrScA-S216-01,M,Course Unavailable at Local School,Dropped,48.4333
89374,FrScA-S216-01,F,Scheduling Conflict,Approved/Enrolled,2517.95
89465,FrScA-S216-01,M,Course Unavailable at Local School,Dropped,24.65
90029,FrScA-S216-01,F,Other,Approved/Enrolled,766.5663
90277,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1097.8003
90394,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,871.2833
90622,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1077.1836
90636,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,849.6835
90989,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,1821.6838
91212,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,906.8832
92124,FrScA-S216-01,M,Other,Approved/Enrolled,918.1832
94070,FrScA-S216-01,M,Other,Approved/Enrolled,2469.4006
94135,FrScA-S216-01,F,Other,Approved/Enrolled,706.2332
94156,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2598.5669
94172,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1835.5833
94257,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1175.833
94288,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,3058.6498
94292,FrScA-S216-01,M,Other,Approved/Enrolled,3135.3167
94331,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,524.7165
94332,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1272.7337
94356,FrScA-S216-01,F,Scheduling Conflict,Dropped,160.4166
94370,FrScA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,940.3001
94376,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1434.3999
94400,FrScA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,2111.7837
94402,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,177.7168
94404,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,1665.1169
94419,FrScA-S216-01,M,Other,Approved/Enrolled,1095.1999
94586,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,791.0503
94661,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1705.1165
94756,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1122.5334
94824,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2414.5498
94869,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,955.3
95005,FrScA-S216-01,F,Other,Approved/Enrolled,2182.8836
95045,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2977.4502
95165,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1113.2168
95360,FrScA-S216-01,F,Other,Approved/Enrolled,1613.3166
95449,FrScA-S216-01,F,Other,Approved/Enrolled,1232.8665
95485,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,193.0498
95621,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1903.0337
95632,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,948.1999
95633,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,981.7835
95684,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,88.5167
95726,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1823.8667
95743,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,3122.9167
95896,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,1133.2169
95989,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,873.6171
95991,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,870.3836
43146,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1555.1667
77067,FrScA-S216-02,F,Course Unavailable at Local School,Dropped,40.4334
77141,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,3020.7167
77980,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,3031.3165
87988,FrScA-S216-02,F,Course Unavailable at Local School,Dropped,7.8831
88048,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2269.133
89994,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2310.3333
91410,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,857.6167
91550,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1722.1833
91607,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,608.0833
91943,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,3429.0336
95476,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1038.0003
95919,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1636.5333
95923,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1276.7667
95925,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2111.8333
96082,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1250.7833
96134,FrScA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,2047.7501
96142,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1548.7666
96189,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1268.1002
96280,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,914.8667
96414,FrScA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,310.9335
96433,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2427.9167
96769,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,510.8667
96841,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1670.95
97441,FrScA-S216-02,M,Credit Recovery,Approved/Enrolled,208.6664
51943,FrScA-S216-03,M,Learning Preference of the Student,Withdrawn,3.4501
85348,FrScA-S216-03,F,Course Unavailable at Local School,Approved/Enrolled,608.2501
94369,FrScA-S216-03,F,Course Unavailable at Local School,Approved/Enrolled,1753.5833
69544,FrScA-S216-04,F,Course Unavailable at Local School,Approved/Enrolled,2673.3831
85867,FrScA-S216-04,F,Course Unavailable at Local School,Approved/Enrolled,1283.4669
86002,FrScA-S216-04,F,Other,Approved/Enrolled,501.1839
88311,FrScA-S216-04,M,Course Unavailable at Local School,Approved/Enrolled,1660.9829
96048,FrScA-S216-04,M,Learning Preference of the Student,Approved/Enrolled,1665.1665
64930,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,3424.5662
72287,FrScA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,3946.5666
87693,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,2479.8167
87866,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,1988.8836
44638,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1382.7001
54066,OcnA-S116-01,F,Other,Approved/Enrolled,2625.5164
54346,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1191.3836
57981,OcnA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,3343.3333
58178,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,3502.0004
66740,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,965.2994
67920,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,4094.9995
76891,OcnA-S116-01,F,Other,Approved/Enrolled,2334.5502
85355,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,594.6165
85644,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1632.4
86349,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1601.1335
86460,OcnA-S116-01,F,Other,Approved/Enrolled,1891.1999
86758,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3742.8836
86836,OcnA-S116-01,F,Course Unavailable at Local School,Dropped,46.6833
86943,OcnA-S116-01,M,Scheduling Conflict,Approved/Enrolled,1377.5666
87970,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3123.3502
88440,OcnA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,2600.1334
88854,OcnA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,762.5997
89114,OcnA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1092.3662
89435,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,6348.4492
89487,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2151.1498
90562,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1389.3161
90861,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2454.3332
90928,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,3900.2504
91635,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3797.3334
91818,OcnA-S116-01,M,Other,Approved/Enrolled,1651.5005
54282,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,2025.1672
54342,OcnA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,1581.0831
68476,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,969.4666
85410,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,6771.9673
85482,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1822.5494
85487,OcnA-S116-02,F,Course Unavailable at Local School,Dropped,0.5833
86133,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1581.7665
86689,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,2457.1828
87001,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1202.6335
87122,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,546.4335
87209,OcnA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,3755.1506
88166,OcnA-S116-02,F,Scheduling Conflict,Approved/Enrolled,2137.7164
88168,OcnA-S116-02,F,Scheduling Conflict,Approved/Enrolled,2885.7832
90090,OcnA-S116-02,F,Other,Approved/Enrolled,1430.217
92021,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,758.3668
88307,OcnA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,1811.9338
47979,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1598.6166
62175,OcnA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,1403.6834
68022,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,39.7504
76443,OcnA-S216-01,F,Course Unavailable at Local School,Withdrawn,100.3334
80822,OcnA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,4538.4835
84932,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2573.4502
86240,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1800.2174
86296,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,403.8
86340,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,111.5834
86455,OcnA-S216-01,F,Other,Approved/Enrolled,2337.4167
86527,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2211.5331
87670,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1995.5832
87825,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,330.7998
88474,OcnA-S216-01,F,Other,Approved/Enrolled,4112.7673
88504,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,68.6333
88849,OcnA-S216-01,M,Scheduling Conflict,Approved/Enrolled,4799.483
90996,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,44.7332
94319,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1588.55
94323,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,4214.7332
94590,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1428.0167
94630,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,245.2834
94654,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,3140.7669
94717,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,821.9161
94744,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,8870.8833
94956,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1242.6
95091,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,3475.8
95504,OcnA-S216-01,F,Other,Approved/Enrolled,451.8001
95533,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1591.2504
95725,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1886.3334
95738,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,163.6832
95770,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,3003.6162
96121,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1320.5499
96345,OcnA-S216-01,F,Scheduling Conflict,Approved/Enrolled,1540.1833
96373,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2449.6827
96374,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,2626.9001
96412,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,943.0669
96671,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1734.6833
96689,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,1858.3502
96756,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,3967.3171
96856,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,529.2335
97006,OcnA-S216-01,F,Scheduling Conflict,Approved/Enrolled,2399.5166
97272,OcnA-S216-01,F,Other,Approved/Enrolled,1638.45
54567,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1180.2664
78002,OcnA-S216-02,F,Other,Approved/Enrolled,1290.4502
78241,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,26.9168
86697,OcnA-S216-02,F,Other,Approved/Enrolled,1133.4667
88642,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,1980.6001
88803,OcnA-S216-02,M,Credit Recovery,Approved/Enrolled,2015.5833
88864,OcnA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,2231.3667
91163,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,6243.9003
91252,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1479.8998
94240,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2276.3169
94327,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,580.3167
94556,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2287.2334
94577,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,1697.5829
94876,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,57.6666
95368,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,3368.0167
95375,OcnA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,224.7166
95624,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2111.0837
95868,OcnA-S216-02,F,Other,Approved/Enrolled,1929.4
95921,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,960.2998
79893,OcnA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,1856.6669
84645,OcnA-T116-01,F,Scheduling Conflict,Approved/Enrolled,48.0332
84684,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,3095.2494
84685,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,3073.6162
87955,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,2420.5994
88282,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,2373.7169
88340,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,444.5
88703,OcnA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,1233.3832
48797,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,1481.8
52446,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1390.2167
54434,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1231.8666
55140,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2083.3167
57489,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1863.5169
62576,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,793.95
62752,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,898.2998
62754,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,674.3167
74551,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1014.5665
76133,PhysA-S116-01,F,Other,Approved/Enrolled,1276.5167
76426,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,850.7329
79128,PhysA-S116-01,M,Other,Approved/Enrolled,1910.2338
79352,PhysA-S116-01,M,Other,Approved/Enrolled,1062.8665
79596,PhysA-S116-01,F,Other,Approved/Enrolled,1546.4166
85390,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,0.7
85522,PhysA-S116-01,F,Other,Approved/Enrolled,968.3333
85953,PhysA-S116-01,M,Other,Approved/Enrolled,3255.3003
85962,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1349.9664
86353,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,328.5168
87171,PhysA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,768.6994
88091,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,262.5502
88296,PhysA-S116-01,M,Scheduling Conflict,Approved/Enrolled,1190.5998
88381,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,1120.367
88481,PhysA-S116-01,F,Scheduling Conflict,Approved/Enrolled,642.0504
89295,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,532.7998
89395,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2432.7831
89425,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2173.1333
89490,PhysA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2046.9998
90326,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,509.5167
90333,PhysA-S116-01,M,Other,Approved/Enrolled,231.7502
91030,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1302.8501
91038,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,1639.4498
91575,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2219.916
91633,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,1510.7002
91821,PhysA-S116-01,M,Other,Approved/Enrolled,377.7002
92511,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,125.0666
92724,PhysA-S116-01,M,Other,Approved/Enrolled,2700.6668
92725,PhysA-S116-01,M,Other,Approved/Enrolled,2058.4167
92726,PhysA-S116-01,M,Other,Approved/Enrolled,1901.9166
92727,PhysA-S116-01,M,Other,Approved/Enrolled,898
92729,PhysA-S116-01,M,Other,Approved/Enrolled,1691.5998
92732,PhysA-S116-01,M,Other,Approved/Enrolled,2199.3
92733,PhysA-S116-01,F,Other,Approved/Enrolled,1020.5828
92740,PhysA-S116-01,M,Other,Approved/Enrolled,1272.7001
92741,PhysA-S116-01,F,Other,Approved/Enrolled,5373.3502
92743,PhysA-S116-01,M,Other,Approved/Enrolled,1711.0164
67102,PhysA-S216-01,M,Scheduling Conflict,Approved/Enrolled,719.2833
70187,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,719.1165
78153,PhysA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,1769.8667
94189,PhysA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,2321.7998
94251,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,4552.0833
94970,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,2415.2493
95266,PhysA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,609.7999
95283,PhysA-S216-01,F,Other,Dropped,47
95578,PhysA-S216-01,F,Other,Approved/Enrolled,2201.5503
96027,PhysA-S216-01,M,Other,Approved/Enrolled,2363.2667
96090,PhysA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,112.5167
96472,PhysA-S216-01,M,Other,Approved/Enrolled,377.3498
96590,PhysA-S216-01,M,Other,Approved/Enrolled,262.1667
96808,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,2446.3169
96867,PhysA-S216-01,M,Scheduling Conflict,Approved/Enrolled,1841.7836
97150,PhysA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,759.3335
97265,PhysA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,817.4501
66508,PhysA-T116-01,F,Scheduling Conflict,Approved/Enrolled,2823.7501
84632,PhysA-T116-01,F,Scheduling Conflict,Approved/Enrolled,1289.1006
101424,FrScA-S217-01,F,Other,Approved/Enrolled,1972.5331
106952,FrScA-S217-01,F,Other,Approved/Enrolled,910.8335
104092,FrScA-S217-02,M,Other,Approved/Enrolled,6537.0172
112764,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2384.4167
102083,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1548.4834
112787,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,5907.3006
101941,FrScA-S217-02,M,Course Unavailable at Local School,Dropped,70.6
101986,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2072.3333
91097,OcnA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,5520.3666
108147,AnPhA-S217-02,F,Other,Approved/Enrolled,2165.9499
106879,OcnA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,4354.7668
86076,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1404.9002
112845,AnPhA-S217-02,F,Scheduling Conflict,Dropped,249.5
112869,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1311.8501
112870,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1285.3169
101162,AnPhA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2622.1668
103130,FrScA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,1844.8334
112924,OcnA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,1325.984
101301,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2067.5328
104671,FrScA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,975.2335
112941,OcnA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,1452.3165
106413,FrScA-S217-02,M,Course Unavailable at Local School,Approved/Enrolled,1007.8825
102332,FrScA-S217-02,M,Learning Preference of the Student,Dropped,2.4167
101835,FrScA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,270.55
104970,FrScA-S217-02,M,Other,Approved/Enrolled,1309.3503
87680,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,4925.5337
110564,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1275.183
86638,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1384.7334
113112,AnPhA-S217-02,M,Course Unavailable at Local School,Approved/Enrolled,2576.7168
107599,AnPhA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,1815.1664
103353,FrScA-S217-01,F,Scheduling Conflict,Approved/Enrolled,4236.1668
86668,FrScA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,3690.0332
113232,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1714.0667
98000,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1284.0002
101031,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2406.4668
67455,FrScA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,1467.1338
54744,FrScA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,87.5833
113225,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,965.6501
85650,OcnA-S217-03,M,Course Unavailable at Local School,Approved/Enrolled,1875.0165
113249,OcnA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1604.333
110487,OcnA-S217-03,F,Other,Approved/Enrolled,2442.9664
86763,AnPhA-S217-02,F,Other,Dropped,316.6501
77076,FrScA-S217-02,M,Course Unavailable at Local School,Approved/Enrolled,483.9665
113257,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,2015.5331
113287,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1061.5501
94274,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2293.0832
113298,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1433.7335
77067,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1983.5831
106419,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,2300.4497
104258,FrScA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,1083.6833
113320,AnPhA-S217-01,M,Scheduling Conflict,Approved/Enrolled,2296.2831
113322,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,3150.3829
103386,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,809.4832
107146,FrScA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2439.7666
104861,AnPhA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,732.3502
113393,FrScA-S217-01,F,Learning Preference of the Student,Dropped,37.3167
113424,FrScA-S217-02,F,Learning Preference of the Student,Approved/Enrolled,1038.0164
113438,AnPhA-S217-01,M,Learning Preference of the Student,Approved/Enrolled,7055.6667
113440,PhysA-S217-01,M,Learning Preference of the Student,Approved/Enrolled,998.0829
113448,AnPhA-S217-01,F,Scheduling Conflict,Approved/Enrolled,4481.2833
113458,FrScA-S217-02,M,Learning Preference of the Student,Approved/Enrolled,128.5
113467,FrScA-S217-02,F,Other,Approved/Enrolled,3139.5166
113501,FrScA-S217-02,F,Other,Approved/Enrolled,1180.1169
113511,AnPhA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,2556.0163
113513,AnPhA-S217-01,M,Course Unavailable at Local School,Approved/Enrolled,1848.7333
113512,AnPhA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1864.3995
113524,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,1544.5165
103186,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,866.4333
113538,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,412.7834
86580,AnPhA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,1312.6834
113661,AnPhA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,4870.2
113673,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,5317.7499
113674,FrScA-S217-02,F,Course Unavailable at Local School,Approved/Enrolled,2427.2833
113700,FrScA-S217-02,F,Learning Preference of the Student,Approved/Enrolled,1175.1334
104056,FrScA-S217-03,F,Learning Preference of the Student,Approved/Enrolled,1343.3832
110360,OcnA-S217-01,F,Learning Preference of the Student,Approved/Enrolled,662.7336
113839,FrScA-S217-03,F,Scheduling Conflict,Approved/Enrolled,2948.05
90168,FrScA-S217-03,M,Course Unavailable at Local School,Approved/Enrolled,2363.4171
104191,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1843.7664
104172,FrScA-S217-03,F,Course Unavailable at Local School,Approved/Enrolled,1440.1002
103268,FrScA-S217-03,M,Course Unavailable at Local School,Approved/Enrolled,1588.2167
102461,OcnA-S217-01,F,Course Unavailable at Local School,Approved/Enrolled,1823.4998
