student_id,course_id,total_points_possible,total_points_earned
259894,FrScA-S217-03,1237,1210.6
259895,FrScA-S217-03,1237,1027.7
260083,FrScA-S217-03,1237,879.2
260157,OcnA-S217-01,1791,1385.05
260175,FrScA-S217-01,1217,984.3000000000001
260179,OcnA-S217-02,1791,1735.7
260202,PhysA-S217-01,2225,2158
260617,FrScA-S217-03,1237,1097
260620,FrScA-S217-03,1237,885.8
260653,AnPhA-S217-01,1805,297.5
261111,FrScA-S217-03,1237,895.52
261498,FrScA-S217-03,1237,1141.75
261548,OcnA-S217-01,1791,1395.1
261650,FrScA-S217-03,1237,1140
261672,OcnA-S217-02,1791,1680.75
261790,FrScA-S217-01,1217,1098.75
261894,FrScA-S217-03,1237,994.85
261958,FrScA-S217-03,1237,1131.95
261979,FrScA-S217-03,1237,1084.75
262153,FrScA-S217-03,1237,996.45
262405,BioA-S217-01,2425,1584.54
262625,OcnA-S217-02,1791,1188.1000000000001
262644,AnPhA-S217-01,1805,1240.91666
262708,BioA-S217-01,2425,2170.13
263151,AnPhA-S217-02,1775,1527.26
263240,FrScA-S217-01,1217,1045.87
263539,AnPhA-S217-02,1775,1527.5
263543,OcnA-S217-01,1791,1589
263749,OcnA-S217-02,1791,1577.55
263833,AnPhA-S217-02,1775,1534.375
263906,OcnA-S217-03,1676,1275.47
264514,AnPhA-S217-02,1775,1710.5
264721,PhysA-S217-01,2225,2169
265311,AnPhA-S217-02,1775,1131.1666599999999
265635,OcnA-S217-01,1791,1338
