course_id,student_id,gradebook_item,grade_category,points_possible,points_earned
BioA-S216-01,92606,Test 1-2 MC,Qz,5,5
BioA-S216-01,92606,Test 1-2 FR,Hw,105,43.25
BioA-S216-01,92606,PROGRESS CHECK 1 @ 02-18-16,NA,5,4
BioA-S216-01,92606,EcoSit 1 (Chapter 3),Hw,10,10
BioA-S216-01,92606,Lab 3-3,Hw,30,18
BioA-S216-01,92606,Quiz 3-4,Qz,345,285.175
BioA-S216-01,92606,Lab 4-1,Hw,322,308.5
BioA-S216-01,92606,Writing 4-2,Hw,10,10
BioA-S216-01,92606,EcoSit 2 (Chapter 4),Hw,10,10
BioA-S216-01,92606,Test 3-4 MC,Qz,635,309.13
BioA-S216-01,92606,Test 3-4 FR,Hw,597,527.17
BioA-S216-01,92606,PROGRESS CHECK 2 @ 03-16-16,NA,30,25
BioA-S216-01,92606,Quiz 4-4,Qz,5,5
BioA-S216-01,92606,Lab 5-1,Hw,5,4
BioA-S216-01,92606,Quiz 5-2,Qz,597,485.28
BioA-S216-01,92606,Discussion 5-3,Hw,10,9
BioA-S216-01,92606,Quiz 6.1,Qz,10,10
BioA-S216-01,92606,EcoSit 3 (Chapter 6),Hw,15,14
BioA-S216-01,92606,Discussion 6-3,Hw,10,7
BioA-S216-01,92606,Quiz 6-4,Qz,10,10
BioA-S216-01,92606,Test 5-6 MC,Qz,353,NA
BioA-S216-01,92606,Test 5-6 FR,Hw,249,228
BioA-S216-01,92606,PROGRESS CHECK 3 @ 04-19-16,NA,25,19
BioA-S216-01,92606,Game 7-1,Hw,10,10
BioA-S216-01,92606,Quiz 7-2,Qz,10,8
BioA-S216-01,92606,Quiz 7-3,Qz,597,419.2
BioA-S216-01,92606,Lab 7-4,Hw,5,5
BioA-S216-01,92606,Lab 8-1,Hw,10,NA
BioA-S216-01,92606,Quiz 8-2,Qz,5,5
BioA-S216-01,92606,Quiz 8-3,Qz,60,60
BioA-S216-01,92606,Test 7-8 MC,Qz,30,NA
BioA-S216-01,92606,Test 7-8 FR,Hw,30,28.5
BioA-S216-01,92606,PROGRESS CHECK 4 @ 05-16-16,NA,10,4
BioA-S216-01,92606,Quiz 9-1,Qz,10,10
BioA-S216-01,92606,Quiz 9-2,Qz,24,NA
BioA-S216-01,92606,Discussion 9-3,Hw,20,12
BioA-S216-01,92606,Writing 10-1,Hw,5,5
BioA-S216-01,92606,Lab 10-2,Hw,5,5
BioA-S216-01,92606,Test 9-10 MC,Qz,5,5
BioA-S216-01,92606,Quiz 10-3,Qz,10,10
BioA-S216-01,92606,Discussion 10-4,Hw,12,6
BioA-S216-01,92606,Test 9-10 FR,Hw,5,5
BioA-S216-01,92606,Final Exam,Em,10,8
BioA-S216-01,92606,POINTS EARNED & TOTAL COURSE POINTS,NA,10,8.5
BioA-S216-01,92606,Course Expectations,Hw,10,9
BioA-S216-01,95658,POINTS EARNED & TOTAL COURSE POINTS,NA,10,10
BioA-S216-01,95658,WORK ATTEMPTED,NA,10,9
BioA-S216-01,95658,Writing 1-1,Hw,10,8.25
BioA-S216-01,95658,Discussion 2-1,Hw,5,5
BioA-S216-01,95658,Quiz 2-2,Qz,10,10
BioA-S216-01,95658,Lab 2-3,Hw,280,259.5
BioA-S216-01,95658,Quiz 2-4,Qz,15,13
BioA-S216-01,95658,Test 1-2 MC,Qz,50,50
BioA-S216-01,95658,Test 1-2 FR,Hw,10,10
BioA-S216-01,95658,PROGRESS CHECK 1 @ 02-18-16,NA,10,10
BioA-S216-01,95658,EcoSit 1 (Chapter 3),Hw,20,18
BioA-S216-01,95658,Lab 3-3,Hw,10,10
BioA-S216-01,95658,Quiz 3-4,Qz,5,5
BioA-S216-01,95658,Lab 4-1,Hw,5,4
BioA-S216-01,95658,Writing 4-2,Hw,10,8
BioA-S216-01,95658,EcoSit 2 (Chapter 4),Hw,30,28.13
BioA-S216-01,95658,Test 3-4 MC,Qz,55,49
BioA-S216-01,95658,Test 3-4 FR,Hw,615,417.20333
BioA-S216-01,95658,PROGRESS CHECK 2 @ 03-16-16,NA,37,36.5
BioA-S216-01,95658,Quiz 4-4,Qz,28,18
BioA-S216-01,95658,Lab 5-1,Hw,10,10
BioA-S216-01,95658,Quiz 5-2,Qz,10,10
BioA-S216-01,95658,Discussion 5-3,Hw,5,NA
BioA-S216-01,95658,Quiz 6.1,Qz,10,8
BioA-S216-01,95658,EcoSit 3 (Chapter 6),Hw,30,NA
BioA-S216-01,95658,Discussion 6-3,Hw,20,20
BioA-S216-01,95658,Quiz 6-4,Qz,438,407
BioA-S216-01,95658,Test 5-6 MC,Qz,5,3
BioA-S216-01,95658,Test 5-6 FR,Hw,443,375
BioA-S216-01,95658,PROGRESS CHECK 3 @ 04-19-16,NA,50,50
BioA-S216-01,95658,Game 7-1,Hw,15,15
BioA-S216-01,95658,Quiz 7-2,Qz,5,5
BioA-S216-01,95658,Quiz 7-3,Qz,10,10
BioA-S216-01,95658,Lab 7-4,Hw,10,10
BioA-S216-01,95658,Lab 8-1,Hw,110,100.25
BioA-S216-01,95658,Quiz 8-2,Qz,10,10
BioA-S216-01,95658,Quiz 8-3,Qz,25,NA
BioA-S216-01,95658,Test 7-8 MC,Qz,10,5
BioA-S216-01,95658,Test 7-8 FR,Hw,10,5.33333
BioA-S216-01,95658,PROGRESS CHECK 4 @ 05-16-16,NA,15,15
BioA-S216-01,95658,Quiz 9-1,Qz,5,5
BioA-S216-01,95658,Quiz 9-2,Qz,10,7.9
BioA-S216-01,95658,Discussion 9-3,Hw,5,5
BioA-S216-01,95658,Writing 10-1,Hw,5,5
BioA-S216-01,95658,Lab 10-2,Hw,10,NA
BioA-S216-01,95658,Test 9-10 MC,Qz,438,409.5
BioA-S216-01,95658,Quiz 10-3,Qz,10,10
BioA-S216-01,95658,Discussion 10-4,Hw,10,NA
BioA-S216-01,95658,Test 9-10 FR,Hw,358,259
BioA-S216-01,95658,Final Exam,Em,5,4
BioA-S216-01,95658,POINTS EARNED & TOTAL COURSE POINTS,NA,30,30
BioA-S216-01,95658,Course Expectations,Hw,10,6.88
BioA-S216-01,95707,POINTS EARNED & TOTAL COURSE POINTS,NA,30,29
BioA-S216-01,95707,WORK ATTEMPTED,NA,25,NA
BioA-S216-01,95707,Writing 1-1,Hw,10,8.3
BioA-S216-01,95707,Discussion 2-1,Hw,5,5
BioA-S216-01,95707,Quiz 2-2,Qz,55,53
BioA-S216-01,95707,Lab 2-3,Hw,10,10
BioA-S216-01,95707,Quiz 2-4,Qz,10,10
BioA-S216-01,95707,Test 1-2 MC,Qz,24,24
BioA-S216-01,95707,Test 1-2 FR,Hw,10,10
BioA-S216-01,95707,PROGRESS CHECK 1 @ 02-18-16,NA,50,NA
BioA-S216-01,95707,EcoSit 1 (Chapter 3),Hw,30,NA
BioA-S216-01,95707,Lab 3-3,Hw,5,5
BioA-S216-01,95707,Quiz 3-4,Qz,10,10
BioA-S216-01,95707,Lab 4-1,Hw,249,211
BioA-S216-01,95707,Writing 4-2,Hw,60,NA
BioA-S216-01,95707,EcoSit 2 (Chapter 4),Hw,5,4
BioA-S216-01,95707,Test 3-4 MC,Qz,10,10
BioA-S216-01,95707,Test 3-4 FR,Hw,30,26
BioA-S216-01,95707,PROGRESS CHECK 2 @ 03-16-16,NA,235,175.375
BioA-S216-01,95707,Quiz 4-4,Qz,5,4.25
BioA-S216-01,95707,Lab 5-1,Hw,5,5
BioA-S216-01,95707,Quiz 5-2,Qz,10,5.95
BioA-S216-01,95707,Discussion 5-3,Hw,10,10
BioA-S216-01,95707,Quiz 6.1,Qz,30,28.88
BioA-S216-01,95707,EcoSit 3 (Chapter 6),Hw,438,NA
BioA-S216-01,95707,Discussion 6-3,Hw,244,248
BioA-S216-01,95707,Quiz 6-4,Qz,30,26
BioA-S216-01,95707,Test 5-6 MC,Qz,10,10
BioA-S216-01,95707,Test 5-6 FR,Hw,50,NA
BioA-S216-01,95707,PROGRESS CHECK 3 @ 04-19-16,NA,10,10
BioA-S216-01,95707,Game 7-1,Hw,5,5
BioA-S216-01,95707,Quiz 7-2,Qz,5,NA
BioA-S216-01,95707,Quiz 7-3,Qz,5,5
BioA-S216-01,95707,Lab 7-4,Hw,10,NA
BioA-S216-01,95707,Lab 8-1,Hw,10,10
BioA-S216-01,95707,Quiz 8-2,Qz,10,9.63
BioA-S216-01,95707,Quiz 8-3,Qz,5,5
BioA-S216-01,95707,Test 7-8 MC,Qz,10,9.5
BioA-S216-01,95707,Test 7-8 FR,Hw,24,16
BioA-S216-01,95707,PROGRESS CHECK 4 @ 05-16-16,NA,10,10
BioA-S216-01,95707,Quiz 9-1,Qz,10,8
BioA-S216-01,95707,Quiz 9-2,Qz,10,9
BioA-S216-01,95707,Discussion 9-3,Hw,12,10.56
BioA-S216-01,95707,Writing 10-1,Hw,50,35.63
BioA-S216-01,95707,Lab 10-2,Hw,5,4
BioA-S216-01,95707,Test 9-10 MC,Qz,5,4
BioA-S216-01,95707,Quiz 10-3,Qz,10,NA
BioA-S216-01,95707,Discussion 10-4,Hw,15,11
BioA-S216-01,95707,Test 9-10 FR,Hw,10,0
BioA-S216-01,95707,Final Exam,Em,15,12
BioA-S216-01,95707,POINTS EARNED & TOTAL COURSE POINTS,NA,5,NA
BioA-S216-01,95707,Course Expectations,Hw,10,NA
BioA-S216-01,96950,POINTS EARNED & TOTAL COURSE POINTS,NA,5,5
BioA-S216-01,96950,WORK ATTEMPTED,NA,30,27
BioA-S216-01,96950,Writing 1-1,Hw,5,5
BioA-S216-01,96950,Discussion 2-1,Hw,443,392
BioA-S216-01,96950,Quiz 2-2,Qz,50,46
BioA-S216-01,96950,Lab 2-3,Hw,5,5
BioA-S216-01,96950,Quiz 2-4,Qz,10,NA
BioA-S216-01,96950,Test 1-2 MC,Qz,15,12
BioA-S216-01,96950,Test 1-2 FR,Hw,5,4
BioA-S216-01,96950,PROGRESS CHECK 1 @ 02-18-16,NA,5,5
BioA-S216-01,96950,EcoSit 1 (Chapter 3),Hw,5,5
BioA-S216-01,96950,Lab 3-3,Hw,10,10
BioA-S216-01,96950,Quiz 3-4,Qz,10,9
BioA-S216-01,96950,Lab 4-1,Hw,438,381
BioA-S216-01,96950,Writing 4-2,Hw,15,15
BioA-S216-01,96950,EcoSit 2 (Chapter 4),Hw,10,NA
BioA-S216-01,96950,Test 3-4 MC,Qz,10,10
BioA-S216-01,96950,Test 3-4 FR,Hw,30,30
BioA-S216-01,96950,PROGRESS CHECK 2 @ 03-16-16,NA,5,NA
BioA-S216-01,96950,Quiz 4-4,Qz,10,9
BioA-S216-01,96950,Lab 5-1,Hw,10,9.25
BioA-S216-01,96950,Quiz 5-2,Qz,10,10
BioA-S216-01,96950,Discussion 5-3,Hw,5,NA
BioA-S216-01,96950,Quiz 6.1,Qz,10,10
BioA-S216-01,96950,EcoSit 3 (Chapter 6),Hw,413,323
BioA-S216-01,96950,Discussion 6-3,Hw,20,12
BioA-S216-01,96950,Quiz 6-4,Qz,10,10
BioA-S216-01,96950,Test 5-6 MC,Qz,5,5
BioA-S216-01,96950,Test 5-6 FR,Hw,5,5
BioA-S216-01,96950,PROGRESS CHECK 3 @ 04-19-16,NA,10,7
BioA-S216-01,96950,Game 7-1,Hw,30,24.75
BioA-S216-01,96950,Quiz 7-2,Qz,10,10
BioA-S216-01,96950,Quiz 7-3,Qz,12,12
BioA-S216-01,96950,Lab 7-4,Hw,5,5
BioA-S216-01,96950,Lab 8-1,Hw,10,10
BioA-S216-01,96950,Quiz 8-2,Qz,10,NA
BioA-S216-01,96950,Quiz 8-3,Qz,5,5
BioA-S216-01,96950,Test 7-8 MC,Qz,5,5
BioA-S216-01,96950,Test 7-8 FR,Hw,10,NA
BioA-S216-01,96950,PROGRESS CHECK 4 @ 05-16-16,NA,10,5.25
BioA-S216-01,96950,Quiz 9-1,Qz,5,5
BioA-S216-01,96950,Quiz 9-2,Qz,625,522.20333
BioA-S216-01,96950,Discussion 9-3,Hw,10,NA
BioA-S216-01,96950,Writing 10-1,Hw,10,10
BioA-S216-01,96950,Lab 10-2,Hw,10,10
BioA-S216-01,96950,Test 9-10 MC,Qz,5,5
BioA-S216-01,96950,Quiz 10-3,Qz,10,8.5
BioA-S216-01,96950,Discussion 10-4,Hw,10,9
BioA-S216-01,96950,Test 9-10 FR,Hw,24,6
BioA-S216-01,96950,Final Exam,Em,625,436.755
BioA-S216-01,96950,POINTS EARNED & TOTAL COURSE POINTS,NA,30,28
BioA-S216-01,96950,Course Expectations,Hw,10,9
BioA-S216-01,97374,POINTS EARNED & TOTAL COURSE POINTS,NA,10,8.5
BioA-S216-01,97374,WORK ATTEMPTED,NA,20,18
BioA-S216-01,97374,Writing 1-1,Hw,10,9
BioA-S216-01,97374,Discussion 2-1,Hw,625,422.88
BioA-S216-01,97374,Quiz 2-2,Qz,5,4
BioA-S216-01,97374,Lab 2-3,Hw,15,15
BioA-S216-01,97374,Quiz 2-4,Qz,570,536
BioA-S216-01,97374,Test 1-2 MC,Qz,10,7.25
BioA-S216-01,97374,Test 1-2 FR,Hw,75,NA
BioA-S216-01,97374,PROGRESS CHECK 1 @ 02-18-16,NA,20,20
BioA-S216-01,97374,EcoSit 1 (Chapter 3),Hw,30,28
BioA-S216-01,97374,Lab 3-3,Hw,10,9.25
BioA-S216-01,97374,Quiz 3-4,Qz,377,301.08
BioA-S216-01,97374,Lab 4-1,Hw,30,NA
BioA-S216-01,97374,Writing 4-2,Hw,10,6.4
BioA-S216-01,97374,EcoSit 2 (Chapter 4),Hw,10,10
BioA-S216-01,97374,Test 3-4 MC,Qz,24,20
BioA-S216-01,97374,Test 3-4 FR,Hw,625,544.88
BioA-S216-01,97374,PROGRESS CHECK 2 @ 03-16-16,NA,10,8
BioA-S216-01,97374,Quiz 4-4,Qz,5,NA
BioA-S216-01,97374,Lab 5-1,Hw,30,25
BioA-S216-01,97374,Quiz 5-2,Qz,105,97.25
BioA-S216-01,97374,Discussion 5-3,Hw,10,10
BioA-S216-01,97374,Quiz 6.1,Qz,10,9.4
BioA-S216-01,97374,EcoSit 3 (Chapter 6),Hw,10,9
BioA-S216-01,97374,Discussion 6-3,Hw,10,10
BioA-S216-01,97374,Quiz 6-4,Qz,5,5
BioA-S216-01,97374,Test 5-6 MC,Qz,30,27.38
BioA-S216-01,97374,Test 5-6 FR,Hw,5,3
BioA-S216-01,97374,PROGRESS CHECK 3 @ 04-19-16,NA,5,5
BioA-S216-01,97374,Game 7-1,Hw,30,25
BioA-S216-01,97374,Quiz 7-2,Qz,25,NA
BioA-S216-01,97374,Quiz 7-3,Qz,605,530.96
BioA-S216-01,97374,Lab 7-4,Hw,20,18
BioA-S216-01,97374,Lab 8-1,Hw,15,10
BioA-S216-01,97374,Quiz 8-2,Qz,438,396.81
BioA-S216-01,97374,Quiz 8-3,Qz,28,26
BioA-S216-01,97374,Test 7-8 MC,Qz,30,NA
BioA-S216-01,97374,Test 7-8 FR,Hw,10,6
BioA-S216-01,97374,PROGRESS CHECK 4 @ 05-16-16,NA,5,5
BioA-S216-01,97374,Quiz 9-1,Qz,5,5
BioA-S216-01,97374,Quiz 9-2,Qz,10,6.25
BioA-S216-01,97374,Discussion 9-3,Hw,10,NA
BioA-S216-01,97374,Writing 10-1,Hw,5,NA
BioA-S216-01,97374,Lab 10-2,Hw,24,18
BioA-S216-01,97374,Test 9-10 MC,Qz,5,5
BioA-S216-01,97374,Quiz 10-3,Qz,5,5
BioA-S216-01,97374,Discussion 10-4,Hw,10,7.5
BioA-S216-01,97374,Test 9-10 FR,Hw,15,8
BioA-S216-01,97374,Final Exam,Em,237,208.51
BioA-S216-01,97374,POINTS EARNED & TOTAL COURSE POINTS,NA,20,16
BioA-S216-01,97374,Course Expectations,Hw,30,30
BioA-S216-01,97386,POINTS EARNED & TOTAL COURSE POINTS,NA,5,NA
BioA-S216-01,97386,WORK ATTEMPTED,NA,625,464.67167
BioA-S216-01,97386,Writing 1-1,Hw,10,10
BioA-S216-01,97386,Discussion 2-1,Hw,20,16
BioA-S216-01,97386,Quiz 2-2,Qz,10,10
BioA-S216-01,97386,Lab 2-3,Hw,10,10
BioA-S216-01,97386,Quiz 2-4,Qz,10,8
BioA-S216-01,97386,Test 1-2 MC,Qz,10,9
BioA-S216-01,97386,Test 1-2 FR,Hw,10,9.13
BioA-S216-01,97386,PROGRESS CHECK 1 @ 02-18-16,NA,10,10
BioA-S216-01,97386,EcoSit 1 (Chapter 3),Hw,10,9.5
BioA-S216-01,97386,Lab 3-3,Hw,10,10
BioA-S216-01,97386,Quiz 3-4,Qz,10,NA
BioA-S216-01,97386,Lab 4-1,Hw,15,14
BioA-S216-01,97386,Writing 4-2,Hw,5,5
BioA-S216-01,97386,EcoSit 2 (Chapter 4),Hw,5,4.3
BioA-S216-01,97386,Test 3-4 MC,Qz,20,18
BioA-S216-01,97386,Test 3-4 FR,Hw,5,4
BioA-S216-01,97386,PROGRESS CHECK 2 @ 03-16-16,NA,358,NA
BioA-S216-01,97386,Quiz 4-4,Qz,345,279.33
BioA-S216-01,97386,Lab 5-1,Hw,30,24
BioA-S216-01,97386,Quiz 5-2,Qz,10,NA
BioA-S216-01,97386,Discussion 5-3,Hw,5,4
BioA-S216-01,97386,Quiz 6.1,Qz,625,531.99333
BioA-S216-01,97386,EcoSit 3 (Chapter 6),Hw,5,2
BioA-S216-01,97386,Discussion 6-3,Hw,30,28
BioA-S216-01,97386,Quiz 6-4,Qz,5,5
BioA-S216-01,97386,Test 5-6 MC,Qz,10,2
BioA-S216-01,97386,Test 5-6 FR,Hw,30,27
BioA-S216-01,97386,PROGRESS CHECK 3 @ 04-19-16,NA,10,10
BioA-S216-01,97386,Game 7-1,Hw,5,5
BioA-S216-01,97386,Quiz 7-2,Qz,105,104
BioA-S216-01,97386,Quiz 7-3,Qz,28,22
BioA-S216-01,97386,Lab 7-4,Hw,10,8
BioA-S216-01,97386,Lab 8-1,Hw,25,20
BioA-S216-01,97386,Quiz 8-2,Qz,30,26
BioA-S216-01,97386,Quiz 8-3,Qz,5,4
BioA-S216-01,97386,Test 7-8 MC,Qz,15,14
BioA-S216-01,97386,Test 7-8 FR,Hw,10,NA
BioA-S216-01,97386,PROGRESS CHECK 4 @ 05-16-16,NA,10,NA
BioA-S216-01,97386,Quiz 9-1,Qz,30,30
BioA-S216-01,97386,Quiz 9-2,Qz,5,5
BioA-S216-01,97386,Discussion 9-3,Hw,5,4
BioA-S216-01,97386,Writing 10-1,Hw,30,25
BioA-S216-01,97386,Lab 10-2,Hw,30,28
BioA-S216-01,97386,Test 9-10 MC,Qz,10,10
BioA-S216-01,97386,Quiz 10-3,Qz,30,26
BioA-S216-01,97386,Discussion 10-4,Hw,10,8
BioA-S216-01,97386,Test 9-10 FR,Hw,75,50
BioA-S216-01,97386,Final Exam,Em,10,10
BioA-S216-01,97386,POINTS EARNED & TOTAL COURSE POINTS,NA,10,9.5
BioA-S216-01,97386,Course Expectations,Hw,10,7
BioA-T116-01,84794,POINTS EARNED & TOTAL COURSE POINTS,NA,10,0
BioA-T116-01,84794,WORK ATTEMPTED,NA,465,374.5
BioA-T116-01,84794,Writing 1-1,Hw,465,28
BioA-T116-01,84794,Discussion 2-1,Hw,10,10
BioA-T116-01,84794,Quiz 2-2,Qz,10,10
BioA-T116-01,84794,Lab 2-3,Hw,10,10
BioA-T116-01,84794,Quiz 2-4,Qz,5,4
BioA-T116-01,84794,Test 1-2 MC,Qz,10,10
BioA-T116-01,84794,Test 1-2 FR,Hw,10,10
BioA-T116-01,84794,PROGRESS CHECK 1 @ 09-23-15,NA,10,NA
BioA-T116-01,84794,EcoSit 1 (Chapter 3),Hw,10,NA
BioA-T116-01,84794,Lab 3-3,Hw,5,NA
BioA-T116-01,84794,Quiz 3-4,Qz,15,11
BioA-T116-01,84794,Lab 4-1,Hw,10,9
BioA-T116-01,84794,Writing 4-2,Hw,10,10
BioA-T116-01,84794,EcoSit 2 (Chapter 4),Hw,10,10
BioA-T116-01,84794,Test 3-4 MC,Qz,10,NA
BioA-T116-01,84794,Test 3-4 FR,Hw,10,7.5
BioA-T116-01,84794,PROGRESS CHECK 2 @ 10-09-15,NA,10,6
BioA-T116-01,84794,Quiz 4-4,Qz,438,300.71
BioA-T116-01,84794,Lab 5-1,Hw,10,10
BioA-T116-01,84794,Quiz 5-2,Qz,10,10
BioA-T116-01,84794,Discussion 5-3,Hw,5,5
BioA-T116-01,84794,Quiz 6.1,Qz,10,9
BioA-T116-01,84794,EcoSit 3 (Chapter 6),Hw,5,3.5
BioA-T116-01,84794,Discussion 6-3,Hw,5,5
BioA-T116-01,84794,Quiz 6-4,Qz,30,30
BioA-T116-01,84794,Test 5-6 MC,Qz,10,6
BioA-T116-01,84794,Test 5-6 FR,Hw,10,10
BioA-T116-01,84794,PROGRESS CHECK 3 @ 10-28-15,NA,30,NA
BioA-T116-01,84794,Game 7-1,Hw,10,NA
BioA-T116-01,84794,Quiz 7-2,Qz,10,10
BioA-T116-01,84794,Quiz 7-3,Qz,15,15
BioA-T116-01,84794,Lab 7-4,Hw,345,324.7
BioA-T116-01,84794,Lab 8-1,Hw,28,20
BioA-T116-01,84794,Quiz 8-2,Qz,5,5
BioA-T116-01,84794,Quiz 8-3,Qz,10,NA
BioA-T116-01,84794,Test 7-8 MC,Qz,5,5
BioA-T116-01,84794,Test 7-8 FR,Hw,10,8
BioA-T116-01,84794,PROGRESS CHECK 4 @ 11-13-15,NA,5,5
BioA-T116-01,84794,Quiz 9-1,Qz,10,10
BioA-T116-01,84794,Quiz 9-2,Qz,37,37
BioA-T116-01,84794,Discussion 9-3,Hw,30,21
BioA-T116-01,84794,Writing 10-1,Hw,522,NA
BioA-T116-01,84794,Lab 10-2,Hw,10,10
BioA-T116-01,84794,Test 9-10 MC,Qz,10,7
BioA-T116-01,84794,Quiz 10-3,Qz,12,12
BioA-T116-01,84794,Discussion 10-4,Hw,30,30
BioA-T116-01,84794,Test 9-10 FR,Hw,5,4
BioA-T116-01,84794,Final Exam,Em,10,10
BioA-T116-01,84794,POINTS EARNED & TOTAL COURSE POINTS,NA,10,9
BioA-T116-01,87689,POINTS EARNED & TOTAL COURSE POINTS,NA,10,NA
BioA-T116-01,87689,WORK ATTEMPTED,NA,10,10
BioA-T116-01,87689,Writing 1-1,Hw,5,2
BioA-T116-01,87689,Discussion 2-1,Hw,597,235.28
BioA-T116-01,87689,Quiz 2-2,Qz,30,18
BioA-T116-01,87689,Lab 2-3,Hw,105,102
BioA-T116-01,87689,Quiz 2-4,Qz,50,NA
BioA-T116-01,87689,Test 1-2 MC,Qz,5,5
BioA-T116-01,87689,Test 1-2 FR,Hw,75,45
BioA-T116-01,87689,PROGRESS CHECK 1 @ 09-23-15,NA,10,10
BioA-T116-01,87689,EcoSit 1 (Chapter 3),Hw,5,5
BioA-T116-01,87689,Lab 3-3,Hw,10,10
BioA-T116-01,87689,Quiz 3-4,Qz,10,10
BioA-T116-01,87689,Lab 4-1,Hw,105,105
BioA-T116-01,87689,Writing 4-2,Hw,10,5.75
BioA-T116-01,87689,EcoSit 2 (Chapter 4),Hw,10,10
BioA-T116-01,87689,Test 3-4 MC,Qz,10,NA
BioA-T116-01,87689,Test 3-4 FR,Hw,438,402
BioA-T116-01,87689,PROGRESS CHECK 2 @ 10-09-15,NA,30,NA
BioA-T116-01,87689,Quiz 4-4,Qz,10,10
BioA-T116-01,87689,Lab 5-1,Hw,625,535.13
BioA-T116-01,87689,Quiz 5-2,Qz,10,10
BioA-T116-01,87689,Discussion 5-3,Hw,55,40
BioA-T116-01,87689,Quiz 6.1,Qz,5,5
BioA-T116-01,87689,EcoSit 3 (Chapter 6),Hw,10,NA
BioA-T116-01,87689,Discussion 6-3,Hw,30,28.88
BioA-T116-01,87689,Quiz 6-4,Qz,5,NA
BioA-T116-01,87689,Test 5-6 MC,Qz,10,10
BioA-T116-01,87689,Test 5-6 FR,Hw,930,872.5
BioA-T116-01,87689,PROGRESS CHECK 3 @ 10-28-15,NA,10,7
BioA-T116-01,87689,Game 7-1,Hw,10,10
BioA-T116-01,87689,Quiz 7-2,Qz,30,18.45
BioA-T116-01,87689,Quiz 7-3,Qz,5,5
BioA-T116-01,87689,Lab 7-4,Hw,5,NA
BioA-T116-01,87689,Lab 8-1,Hw,5,5
BioA-T116-01,87689,Quiz 8-2,Qz,10,10
BioA-T116-01,87689,Quiz 8-3,Qz,10,NA
BioA-T116-01,87689,Test 7-8 MC,Qz,20,20
BioA-T116-01,87689,Test 7-8 FR,Hw,10,10
BioA-T116-01,87689,PROGRESS CHECK 4 @ 11-13-15,NA,5,5
BioA-T116-01,87689,Quiz 9-1,Qz,5,5
BioA-T116-01,87689,Quiz 9-2,Qz,5,4.5
BioA-T116-01,87689,Discussion 9-3,Hw,30,27
BioA-T116-01,87689,Writing 10-1,Hw,438,364.29
BioA-T116-01,87689,Lab 10-2,Hw,720,674.05
BioA-T116-01,87689,Test 9-10 MC,Qz,438,216
BioA-T116-01,87689,Quiz 10-3,Qz,10,6
BioA-T116-01,87689,Discussion 10-4,Hw,10,4.2
BioA-T116-01,87689,Test 9-10 FR,Hw,10,NA
BioA-T116-01,87689,Final Exam,Em,5,3
BioA-T116-01,87689,POINTS EARNED & TOTAL COURSE POINTS,NA,10,NA
FrScA-S116-01,53447,POINTS EARNED & TOTAL COURSE POINTS,NA,443,425
FrScA-S116-01,53447,WORK ATTEMPTED,NA,140,135.45
FrScA-S116-01,53447,0-1.1: Intro Assignment - Send a Message to Your Instructor,Hw,10,8.5
FrScA-S116-01,53447,0-1.2: Intro Assignment - DB #1,Hw,10,10
FrScA-S116-01,53447,0-1.3: Intro Assignment - Submitting Files,Hw,10,8
FrScA-S116-01,53447,1-1.1: Lesson 1-1 Graphic Organizer,Hw,10,9.7
FrScA-S116-01,53447,1-2.1: Explore a Career Assignment,Hw,30,27.38
FrScA-S116-01,53447,1-2.2: Explore a Career DB #2,Hw,30,30
FrScA-S116-01,53447,PROGRESS CHECK 1 @ 10-02-15,NA,345,317.63
FrScA-S116-01,53447,1-2.3: Lesson 1-2 Graphic Organizer,Hw,10,NA
FrScA-S116-01,53447,Unit 1 Assessment,Qz,220,207.46
FrScA-S116-01,53447,2-1.1: Crime Scene DB #3,Hw,10,6
FrScA-S116-01,53447,2-2.1: Evidence Collection DB #4,Hw,30,27
FrScA-S116-01,53447,2-3.1: Hair Analysis Lab,Hw,10,10
FrScA-S116-01,53447,Unit 2 Assessment,Qz,5,5
FrScA-S116-01,53447,3-1.1: BrainPop Periodic Table of the Elements,NA,345,314.855
FrScA-S116-01,53447,3-1.2: Periodic Table of the Elements Lab,Hw,625,35
FrScA-S116-01,53447,3-2.1: pH Analysis Lab,Hw,30,27.75
FrScA-S116-01,53447,3-3.1: Drug Analysis and Toxicology DB #5,Hw,12,12
FrScA-S116-01,53447,PROGRESS CHECK 2 @ 10-28-15,NA,30,28.88
FrScA-S116-01,53447,3-4.1: A Very Cold Case DB #6,Hw,10,10
FrScA-S116-01,53447,3-4.2: Mystery Powder Lab,Hw,10,8
FrScA-S116-01,53447,Unit 3 Assessment,Qz,15,12
FrScA-S116-01,53447,4-1.1: Compare/Contrast Microscopes Assignment,Hw,10,10
FrScA-S116-01,53447,4-2.1: Summary of the Case of Karyn Slover Assignment,Hw,5,4
FrScA-S116-01,53447,Unit 4 Assessment,Qz,10,7
FrScA-S116-01,53447,5-1.1: BrainPop Video on DNA,NA,10,10
FrScA-S116-01,53447,5-1.2: DNA DB #7,Hw,75,30
FrScA-S116-01,53447,PROGRESS CHECK 3 @ 11-20-15,NA,30,27.38
FrScA-S116-01,53447,5-2.1: DNA Lab,Hw,10,9.07
FrScA-S116-01,53447,Unit 5 Assessment,Qz,5,5
