course_id,student_id,gradebook_item,points_possible,points_earned
AnPhA-T116-01,84641,0.3: Intro Assignment - Submitting Files,10,10
AnPhA-T116-01,84641,1.1: Quiz,75,70
AnPhA-T116-01,84641,1.2: Quiz,80,78.5
AnPhA-T116-01,84641,1.3: Create a Living Creature,55,NA
AnPhA-T116-01,84641,1.3: Create a Living Creature - Discussion Board,10,10
AnPhA-T116-01,84641,1.4: Negative Feedback Loop Flowchart,10,10
AnPhA-T116-01,84641,1.5: Quiz,10,1
AnPhA-T116-01,84641,Unit 1 Assessment: Pickle Autopsy Lab,24,14
AnPhA-T116-01,84641,PROGRESS CHECK 1 @ 09-23-15,20,20
AnPhA-T116-01,84641,2.1: Types of Membranes,10,3
AnPhA-T116-01,84641,2.2 - 2.3: Quiz,10,10
AnPhA-T116-01,84641,2.4 - 2.5 Quiz,10,6
AnPhA-T116-01,84641,2.6: Quiz,5,5
AnPhA-T116-01,84641,Unit 2 Assessment: Test,5,NA
AnPhA-T116-01,84641,3.1: Models of the Integumentary System,5,5
AnPhA-T116-01,84641,3.2 - 3.3: Quiz,5,5
AnPhA-T116-01,84641,3.4: Skin Twin - Discussion Board,10,5
AnPhA-T116-01,84641,Unit 3 Assessment: UV Exposure Lab,5,5
AnPhA-T116-01,84641,PROGRESS CHECK 2 @ 10-09-15,12,12
AnPhA-T116-01,84641,4.2: Balloon Skull Lab,10,8
AnPhA-T116-01,84641,4.1 - 4.3: Quiz,10,8
AnPhA-T116-01,84641,4.4: Quiz,5,4
AnPhA-T116-01,84641,4.5: Muscle Movements in our Daily Life,5,5
AnPhA-T116-01,84641,4.6: Soda and Osteoporosis Research Writing,5,NA
AnPhA-T116-01,84641,Unit 4 Assessment: Test,5,5
AnPhA-T116-01,84641,5.1: Quiz,24,16
AnPhA-T116-01,84641,5.4: Muscle Tissue Types Chart,10,10
AnPhA-T116-01,84641,5.2 - 5.4: Quiz,24,18
AnPhA-T116-01,84641,PROGRESS CHECK 3 @ 10-28-15,5,5
AnPhA-T116-01,84641,5.5: Naming Skeletal Muscle - Discussion Board,20,20
AnPhA-T116-01,84641,5.6: Quiz,10,10
AnPhA-T116-01,84641,Unit 5 Assessment: Fitness Class Poster,5,1
AnPhA-T116-01,84641,6.1: Quiz,5,5
AnPhA-T116-01,84641,6.2: Helmet Law - Discussion Board,15,8
AnPhA-T116-01,84641,6.3 - 6.4: Quiz,10,10
AnPhA-T116-01,84641,6.5: Diagramming the Nervous System,5,5
AnPhA-T116-01,84641,Unit 6 Assessment: Test,597,235.28
AnPhA-T116-01,84641,PROGRESS CHECK 4 @ 11-13-15,75,NA
AnPhA-T116-01,84641,7.1: Quiz,37,37
AnPhA-T116-01,84641,7.2: Virtual Eye Dissection,5,NA
AnPhA-T116-01,84641,7.3: Anatomy and Physiology of Hearing Flow Chart,10,5
AnPhA-T116-01,84641,7.4: Quiz,30,NA
AnPhA-T116-01,84641,Unit 7 Assessment: Create Your Own Senses Experiment,30,30
AnPhA-T116-01,84641,8.1 - 8.3: Quiz,50,40
AnPhA-T116-01,84641,8.4: Negative Feedback Loops of the Endocrine Pancreas,443,313.88
AnPhA-T116-01,84641,8.5: Modeling Leptin and Obesity,5,5
AnPhA-T116-01,84641,Unit 8 Assessment: Test,15,11
AnPhA-T116-01,84641,Final Exam,5,5
AnPhA-T116-01,84641,POINTS EARNED & TOTAL COURSE POINTS,30,27.75
AnPhA-T116-01,84749,POINTS EARNED & TOTAL COURSE POINTS,5,5
AnPhA-T116-01,84749,WORK ATTEMPTED,10,8
AnPhA-T116-01,84749,0.1: Message Your Instructor,625,580.515
AnPhA-T116-01,84749,0.2: Intro Assignment - Discussion Board,15,15
AnPhA-T116-01,84749,0.3: Intro Assignment - Submitting Files,10,10
AnPhA-T116-01,84749,1.1: Quiz,10,10
AnPhA-T116-01,84749,1.2: Quiz,5,4
AnPhA-T116-01,84749,1.3: Create a Living Creature,358,64
AnPhA-T116-01,84749,1.3: Create a Living Creature - Discussion Board,5,5
AnPhA-T116-01,84749,1.4: Negative Feedback Loop Flowchart,30,NA
AnPhA-T116-01,84749,1.5: Quiz,10,NA
AnPhA-T116-01,84749,Unit 1 Assessment: Pickle Autopsy Lab,5,5
AnPhA-T116-01,84749,PROGRESS CHECK 1 @ 09-23-15,10,10
AnPhA-T116-01,84749,2.1: Types of Membranes,15,12
AnPhA-T116-01,84749,2.2 - 2.3: Quiz,457,288.31
AnPhA-T116-01,84749,2.4 - 2.5 Quiz,10,9.5
AnPhA-T116-01,84749,2.6: Quiz,5,5
AnPhA-T116-01,84749,Unit 2 Assessment: Test,10,0
AnPhA-T116-01,84749,3.1: Models of the Integumentary System,10,5
AnPhA-T116-01,84749,3.2 - 3.3: Quiz,10,NA
AnPhA-T116-01,84749,3.4: Skin Twin - Discussion Board,20,19
AnPhA-T116-01,84749,Unit 3 Assessment: UV Exposure Lab,625,90.88
AnPhA-T116-01,84749,PROGRESS CHECK 2 @ 10-09-15,10,10
AnPhA-T116-01,84749,4.2: Balloon Skull Lab,5,5
AnPhA-T116-01,84749,4.1 - 4.3: Quiz,25,0
AnPhA-T116-01,84749,4.4: Quiz,10,10
AnPhA-T116-01,84749,4.5: Muscle Movements in our Daily Life,10,9
AnPhA-T116-01,84749,4.6: Soda and Osteoporosis Research Writing,10,10
AnPhA-T116-01,84749,Unit 4 Assessment: Test,625,536.205
AnPhA-T116-01,84749,5.1: Quiz,244,246
AnPhA-T116-01,84749,5.4: Muscle Tissue Types Chart,5,4.5
AnPhA-T116-01,84749,5.2 - 5.4: Quiz,20,20
AnPhA-T116-01,84749,PROGRESS CHECK 3 @ 10-28-15,10,10
AnPhA-T116-01,84749,5.5: Naming Skeletal Muscle - Discussion Board,5,5
AnPhA-T116-01,84749,5.6: Quiz,465,NA
AnPhA-T116-01,84749,Unit 5 Assessment: Fitness Class Poster,5,5
AnPhA-T116-01,84749,6.1: Quiz,5,NA
AnPhA-T116-01,84749,6.2: Helmet Law - Discussion Board,5,5
AnPhA-T116-01,84749,6.3 - 6.4: Quiz,10,8
AnPhA-T116-01,84749,6.5: Diagramming the Nervous System,10,10
AnPhA-T116-01,84749,Unit 6 Assessment: Test,75,70
AnPhA-T116-01,84749,PROGRESS CHECK 4 @ 11-13-15,5,NA
AnPhA-T116-01,84749,7.1: Quiz,5,5
AnPhA-T116-01,84749,7.2: Virtual Eye Dissection,10,10
AnPhA-T116-01,84749,7.3: Anatomy and Physiology of Hearing Flow Chart,5,5
AnPhA-T116-01,84749,7.4: Quiz,5,4
AnPhA-T116-01,84749,Unit 7 Assessment: Create Your Own Senses Experiment,10,9
AnPhA-T116-01,84749,8.1 - 8.3: Quiz,30,NA
AnPhA-T116-01,84749,8.4: Negative Feedback Loops of the Endocrine Pancreas,597,454.94
AnPhA-T116-01,84749,8.5: Modeling Leptin and Obesity,5,5
AnPhA-T116-01,84749,Unit 8 Assessment: Test,10,6
AnPhA-T116-01,84749,Final Exam,10,7.75
AnPhA-T116-01,84749,POINTS EARNED & TOTAL COURSE POINTS,37,34.34
AnPhA-T116-01,84757,POINTS EARNED & TOTAL COURSE POINTS,680,536.25
AnPhA-T116-01,84757,WORK ATTEMPTED,10,10
AnPhA-T116-01,84757,0.1: Message Your Instructor,5,5
AnPhA-T116-01,84757,0.2: Intro Assignment - Discussion Board,220,113.87
AnPhA-T116-01,84757,0.3: Intro Assignment - Submitting Files,5,5
AnPhA-T116-01,84757,1.1: Quiz,5,5
AnPhA-T116-01,84757,1.2: Quiz,50,48
AnPhA-T116-01,84757,1.3: Create a Living Creature,30,27.38
AnPhA-T116-01,84757,1.3: Create a Living Creature - Discussion Board,438,359.07
AnPhA-T116-01,84757,1.4: Negative Feedback Loop Flowchart,20,20
AnPhA-T116-01,84757,1.5: Quiz,50,46.88
AnPhA-T116-01,84757,Unit 1 Assessment: Pickle Autopsy Lab,353,229
AnPhA-T116-01,84757,PROGRESS CHECK 1 @ 09-23-15,30,24
AnPhA-T116-01,84757,2.1: Types of Membranes,20,NA
AnPhA-T116-01,84757,2.2 - 2.3: Quiz,10,NA
AnPhA-T116-01,84757,2.4 - 2.5 Quiz,615,592.66333
AnPhA-T116-01,84757,2.6: Quiz,10,8
AnPhA-T116-01,84757,Unit 2 Assessment: Test,5,4
AnPhA-T116-01,84757,3.1: Models of the Integumentary System,5,5
AnPhA-T116-01,84757,3.2 - 3.3: Quiz,30,NA
AnPhA-T116-01,84757,3.4: Skin Twin - Discussion Board,5,5
AnPhA-T116-01,84757,Unit 3 Assessment: UV Exposure Lab,30,27.38
AnPhA-T116-01,84757,PROGRESS CHECK 2 @ 10-09-15,10,9.7
AnPhA-T116-01,84757,4.2: Balloon Skull Lab,5,5
AnPhA-T116-01,84757,4.1 - 4.3: Quiz,10,8.75
AnPhA-T116-01,84757,4.4: Quiz,5,NA
AnPhA-T116-01,84757,4.5: Muscle Movements in our Daily Life,12,12
AnPhA-T116-01,84757,4.6: Soda and Osteoporosis Research Writing,15,15
AnPhA-T116-01,84757,Unit 4 Assessment: Test,10,7
AnPhA-T116-01,84757,5.1: Quiz,5,NA
AnPhA-T116-01,84757,5.4: Muscle Tissue Types Chart,50,50
AnPhA-T116-01,84757,5.2 - 5.4: Quiz,30,30
AnPhA-T116-01,84757,PROGRESS CHECK 3 @ 10-28-15,5,3
AnPhA-T116-01,84757,5.5: Naming Skeletal Muscle - Discussion Board,30,30
AnPhA-T116-01,84757,5.6: Quiz,443,305
AnPhA-T116-01,84757,Unit 5 Assessment: Fitness Class Poster,5,5
AnPhA-T116-01,84757,6.1: Quiz,5,5
AnPhA-T116-01,84757,6.2: Helmet Law - Discussion Board,244,237.25
AnPhA-T116-01,84757,6.3 - 6.4: Quiz,5,NA
AnPhA-T116-01,84757,6.5: Diagramming the Nervous System,37,37
AnPhA-T116-01,84757,Unit 6 Assessment: Test,105,95.13
AnPhA-T116-01,84757,PROGRESS CHECK 4 @ 11-13-15,5,5
AnPhA-T116-01,84757,7.1: Quiz,37,NA
AnPhA-T116-01,84757,7.2: Virtual Eye Dissection,10,10
AnPhA-T116-01,84757,7.3: Anatomy and Physiology of Hearing Flow Chart,10,10
AnPhA-T116-01,84757,7.4: Quiz,322,282
AnPhA-T116-01,84757,Unit 7 Assessment: Create Your Own Senses Experiment,10,10
AnPhA-T116-01,84757,8.1 - 8.3: Quiz,10,10
AnPhA-T116-01,84757,8.4: Negative Feedback Loops of the Endocrine Pancreas,10,8
AnPhA-T116-01,84757,8.5: Modeling Leptin and Obesity,10,10
AnPhA-T116-01,84757,Unit 8 Assessment: Test,10,2.5
AnPhA-T116-01,84757,Final Exam,5,5
AnPhA-T116-01,84757,POINTS EARNED & TOTAL COURSE POINTS,438,395
AnPhA-T116-01,87865,POINTS EARNED & TOTAL COURSE POINTS,377,137.15
AnPhA-T116-01,87865,WORK ATTEMPTED,5,5
AnPhA-T116-01,87865,0.1: Message Your Instructor,10,9
AnPhA-T116-01,87865,0.2: Intro Assignment - Discussion Board,597,561
AnPhA-T116-01,87865,0.3: Intro Assignment - Submitting Files,50,33
AnPhA-T116-01,87865,1.1: Quiz,5,4
AnPhA-T116-01,87865,1.2: Quiz,50,50
AnPhA-T116-01,87865,1.3: Create a Living Creature,5,NA
AnPhA-T116-01,87865,1.3: Create a Living Creature - Discussion Board,10,10
AnPhA-T116-01,87865,1.4: Negative Feedback Loop Flowchart,15,NA
AnPhA-T116-01,87865,1.5: Quiz,457,447
AnPhA-T116-01,87865,Unit 1 Assessment: Pickle Autopsy Lab,10,6.5
AnPhA-T116-01,87865,PROGRESS CHECK 1 @ 09-23-15,10,NA
AnPhA-T116-01,87865,2.1: Types of Membranes,5,5
AnPhA-T116-01,87865,2.2 - 2.3: Quiz,5,5
AnPhA-T116-01,87865,2.4 - 2.5 Quiz,30,28
AnPhA-T116-01,87865,2.6: Quiz,5,3
AnPhA-T116-01,87865,Unit 2 Assessment: Test,5,5
AnPhA-T116-01,87865,3.1: Models of the Integumentary System,438,409
AnPhA-T116-01,87865,3.2 - 3.3: Quiz,5,5
AnPhA-T116-01,87865,3.4: Skin Twin - Discussion Board,5,5
AnPhA-T116-01,87865,Unit 3 Assessment: UV Exposure Lab,10,10
AnPhA-T116-01,87865,PROGRESS CHECK 2 @ 10-09-15,5,5
AnPhA-T116-01,87865,4.2: Balloon Skull Lab,10,9.2
AnPhA-T116-01,87865,4.1 - 4.3: Quiz,5,4
AnPhA-T116-01,87865,4.4: Quiz,30,27
AnPhA-T116-01,87865,4.5: Muscle Movements in our Daily Life,5,5
AnPhA-T116-01,87865,4.6: Soda and Osteoporosis Research Writing,10,5.5
AnPhA-T116-01,87865,Unit 4 Assessment: Test,30,30
AnPhA-T116-01,87865,5.1: Quiz,597,506.23
AnPhA-T116-01,87865,5.4: Muscle Tissue Types Chart,10,10
AnPhA-T116-01,87865,5.2 - 5.4: Quiz,244,220
AnPhA-T116-01,87865,PROGRESS CHECK 3 @ 10-28-15,5,4
AnPhA-T116-01,87865,5.5: Naming Skeletal Muscle - Discussion Board,413,345
AnPhA-T116-01,87865,5.6: Quiz,10,10
AnPhA-T116-01,87865,Unit 5 Assessment: Fitness Class Poster,37,NA
AnPhA-T116-01,87865,6.1: Quiz,5,5
AnPhA-T116-01,87865,6.2: Helmet Law - Discussion Board,5,5
AnPhA-T116-01,87865,6.3 - 6.4: Quiz,20,NA
AnPhA-T116-01,87865,6.5: Diagramming the Nervous System,5,0
AnPhA-T116-01,87865,Unit 6 Assessment: Test,5,5
AnPhA-T116-01,87865,PROGRESS CHECK 4 @ 11-13-15,20,18
AnPhA-T116-01,87865,7.1: Quiz,10,10
AnPhA-T116-01,87865,7.2: Virtual Eye Dissection,5,5
AnPhA-T116-01,87865,7.3: Anatomy and Physiology of Hearing Flow Chart,28,26
AnPhA-T116-01,87865,7.4: Quiz,28,22
AnPhA-T116-01,87865,Unit 7 Assessment: Create Your Own Senses Experiment,5,5
AnPhA-T116-01,87865,8.1 - 8.3: Quiz,5,5
AnPhA-T116-01,87865,8.4: Negative Feedback Loops of the Endocrine Pancreas,10,10
AnPhA-T116-01,87865,8.5: Modeling Leptin and Obesity,10,10
AnPhA-T116-01,87865,Unit 8 Assessment: Test,10,10
AnPhA-T116-01,87865,Final Exam,75,60
AnPhA-T116-01,87865,POINTS EARNED & TOTAL COURSE POINTS,10,NA
AnPhA-T116-01,88995,POINTS EARNED & TOTAL COURSE POINTS,10,9.25
AnPhA-T116-01,88995,WORK ATTEMPTED,50,47
AnPhA-T116-01,88995,0.1: Message Your Instructor,10,10
AnPhA-T116-01,88995,0.2: Intro Assignment - Discussion Board,10,8
AnPhA-T116-01,88995,0.3: Intro Assignment - Submitting Files,10,8.5
AnPhA-T116-01,88995,1.1: Quiz,220,161.83
AnPhA-T116-01,88995,1.2: Quiz,10,10
AnPhA-T116-01,88995,1.3: Create a Living Creature,15,14
AnPhA-T116-01,88995,1.3: Create a Living Creature - Discussion Board,5,5
AnPhA-T116-01,88995,1.4: Negative Feedback Loop Flowchart,5,5
AnPhA-T116-01,88995,1.5: Quiz,10,8
AnPhA-T116-01,88995,Unit 1 Assessment: Pickle Autopsy Lab,597,527.17
AnPhA-T116-01,88995,PROGRESS CHECK 1 @ 09-23-15,10,9
AnPhA-T116-01,88995,2.1: Types of Membranes,10,8
AnPhA-T116-01,88995,2.2 - 2.3: Quiz,20,20
AnPhA-T116-01,88995,2.4 - 2.5 Quiz,10,8
AnPhA-T116-01,88995,2.6: Quiz,30,30
AnPhA-T116-01,88995,Unit 2 Assessment: Test,5,5
AnPhA-T116-01,88995,3.1: Models of the Integumentary System,15,11
AnPhA-T116-01,88995,3.2 - 3.3: Quiz,438,312.08
AnPhA-T116-01,88995,3.4: Skin Twin - Discussion Board,30,25
AnPhA-T116-01,88995,Unit 3 Assessment: UV Exposure Lab,10,NA
AnPhA-T116-01,88995,PROGRESS CHECK 2 @ 10-09-15,5,3
AnPhA-T116-01,88995,4.2: Balloon Skull Lab,244,228.63
AnPhA-T116-01,88995,4.1 - 4.3: Quiz,5,NA
AnPhA-T116-01,88995,4.4: Quiz,10,8
AnPhA-T116-01,88995,4.5: Muscle Movements in our Daily Life,50,40.5
AnPhA-T116-01,88995,4.6: Soda and Osteoporosis Research Writing,20,20
AnPhA-T116-01,88995,Unit 4 Assessment: Test,5,5
AnPhA-T116-01,88995,5.1: Quiz,10,10
AnPhA-T116-01,88995,5.4: Muscle Tissue Types Chart,10,9.1
AnPhA-T116-01,88995,5.2 - 5.4: Quiz,10,7.5
AnPhA-T116-01,88995,PROGRESS CHECK 3 @ 10-28-15,10,9.13
AnPhA-T116-01,88995,5.5: Naming Skeletal Muscle - Discussion Board,10,10
AnPhA-T116-01,88995,5.6: Quiz,20,10
AnPhA-T116-01,88995,Unit 5 Assessment: Fitness Class Poster,15,NA
AnPhA-T116-01,88995,6.1: Quiz,10,10
AnPhA-T116-01,88995,6.2: Helmet Law - Discussion Board,5,5
AnPhA-T116-01,88995,6.3 - 6.4: Quiz,25,NA
AnPhA-T116-01,88995,6.5: Diagramming the Nervous System,10,10
AnPhA-T116-01,88995,Unit 6 Assessment: Test,5,NA
AnPhA-T116-01,88995,PROGRESS CHECK 4 @ 11-13-15,30,28.5
AnPhA-T116-01,88995,7.1: Quiz,10,8
AnPhA-T116-01,88995,7.2: Virtual Eye Dissection,30,NA
AnPhA-T116-01,88995,7.3: Anatomy and Physiology of Hearing Flow Chart,10,10
AnPhA-T116-01,88995,7.4: Quiz,5,5
AnPhA-T116-01,88995,Unit 7 Assessment: Create Your Own Senses Experiment,5,4
AnPhA-T116-01,88995,8.1 - 8.3: Quiz,10,10
AnPhA-T116-01,88995,8.4: Negative Feedback Loops of the Endocrine Pancreas,249,184.5
AnPhA-T116-01,88995,8.5: Modeling Leptin and Obesity,30,22
AnPhA-T116-01,88995,Unit 8 Assessment: Test,10,2
AnPhA-T116-01,88995,Final Exam,5,5
AnPhA-T116-01,88995,POINTS EARNED & TOTAL COURSE POINTS,438,289
AnPhA-T116-01,89005,POINTS EARNED & TOTAL COURSE POINTS,10,10
AnPhA-T116-01,89005,WORK ATTEMPTED,28,24
AnPhA-T116-01,89005,0.1: Message Your Instructor,10,10
AnPhA-T116-01,89005,0.2: Intro Assignment - Discussion Board,50,47
AnPhA-T116-01,89005,0.3: Intro Assignment - Submitting Files,5,5
AnPhA-T116-01,89005,1.1: Quiz,50,36.88
AnPhA-T116-01,89005,1.2: Quiz,10,10
AnPhA-T116-01,89005,1.3: Create a Living Creature,5,5
AnPhA-T116-01,89005,1.3: Create a Living Creature - Discussion Board,625,447
AnPhA-T116-01,89005,1.4: Negative Feedback Loop Flowchart,5,2.25
AnPhA-T116-01,89005,1.5: Quiz,438,381.93
AnPhA-T116-01,89005,Unit 1 Assessment: Pickle Autopsy Lab,12,12
AnPhA-T116-01,89005,PROGRESS CHECK 1 @ 09-23-15,10,6
AnPhA-T116-01,89005,2.1: Types of Membranes,570,111
AnPhA-T116-01,89005,2.2 - 2.3: Quiz,30,28
AnPhA-T116-01,89005,2.4 - 2.5 Quiz,5,5
AnPhA-T116-01,89005,2.6: Quiz,10,7
AnPhA-T116-01,89005,Unit 2 Assessment: Test,635,522.83
AnPhA-T116-01,89005,3.1: Models of the Integumentary System,10,9
AnPhA-T116-01,89005,3.2 - 3.3: Quiz,20,18
AnPhA-T116-01,89005,3.4: Skin Twin - Discussion Board,10,NA
AnPhA-T116-01,89005,Unit 3 Assessment: UV Exposure Lab,5,5
AnPhA-T116-01,89005,PROGRESS CHECK 2 @ 10-09-15,597,549.45
AnPhA-T116-01,89005,4.2: Balloon Skull Lab,50,46
AnPhA-T116-01,89005,4.1 - 4.3: Quiz,5,5
AnPhA-T116-01,89005,4.4: Quiz,365,NA
AnPhA-T116-01,89005,4.5: Muscle Movements in our Daily Life,5,NA
AnPhA-T116-01,89005,4.6: Soda and Osteoporosis Research Writing,24,16
AnPhA-T116-01,89005,Unit 4 Assessment: Test,465,381.02667
AnPhA-T116-01,89005,5.1: Quiz,5,5
AnPhA-T116-01,89005,5.4: Muscle Tissue Types Chart,75,NA
AnPhA-T116-01,89005,5.2 - 5.4: Quiz,345,337
AnPhA-T116-01,89005,PROGRESS CHECK 3 @ 10-28-15,5,5
AnPhA-T116-01,89005,5.5: Naming Skeletal Muscle - Discussion Board,28,20
AnPhA-T116-01,89005,5.6: Quiz,5,5
AnPhA-T116-01,89005,Unit 5 Assessment: Fitness Class Poster,10,10
AnPhA-T116-01,89005,6.1: Quiz,5,5
AnPhA-T116-01,89005,6.2: Helmet Law - Discussion Board,30,30
AnPhA-T116-01,89005,6.3 - 6.4: Quiz,50,NA
AnPhA-T116-01,89005,6.5: Diagramming the Nervous System,30,27.75
AnPhA-T116-01,89005,Unit 6 Assessment: Test,5,5
AnPhA-T116-01,89005,PROGRESS CHECK 4 @ 11-13-15,5,5
AnPhA-T116-01,89005,7.1: Quiz,10,10
AnPhA-T116-01,89005,7.2: Virtual Eye Dissection,345,309.78
AnPhA-T116-01,89005,7.3: Anatomy and Physiology of Hearing Flow Chart,10,9.5
AnPhA-T116-01,89005,7.4: Quiz,24,10
AnPhA-T116-01,89005,Unit 7 Assessment: Create Your Own Senses Experiment,10,9.1
AnPhA-T116-01,89005,8.1 - 8.3: Quiz,10,10
AnPhA-T116-01,89005,8.4: Negative Feedback Loops of the Endocrine Pancreas,10,10
AnPhA-T116-01,89005,8.5: Modeling Leptin and Obesity,30,27.75
AnPhA-T116-01,89005,Unit 8 Assessment: Test,5,5
AnPhA-T116-01,89005,Final Exam,5,5
AnPhA-T116-01,89005,POINTS EARNED & TOTAL COURSE POINTS,10,10
AnPhA-T116-01,90516,POINTS EARNED & TOTAL COURSE POINTS,220,212.5
AnPhA-T116-01,90516,WORK ATTEMPTED,30,22
AnPhA-T116-01,90516,0.1: Message Your Instructor,10,8
AnPhA-T116-01,90516,0.2: Intro Assignment - Discussion Board,5,5
AnPhA-T116-01,90516,0.3: Intro Assignment - Submitting Files,5,NA
AnPhA-T116-01,90516,1.1: Quiz,10,10
AnPhA-T116-01,90516,1.2: Quiz,5,5
AnPhA-T116-01,90516,1.3: Create a Living Creature,30,27.75
AnPhA-T116-01,90516,1.3: Create a Living Creature - Discussion Board,10,10
AnPhA-T116-01,90516,1.4: Negative Feedback Loop Flowchart,10,9.5
AnPhA-T116-01,90516,1.5: Quiz,15,15
AnPhA-T116-01,90516,Unit 1 Assessment: Pickle Autopsy Lab,205,142.75
AnPhA-T116-01,90516,PROGRESS CHECK 1 @ 09-23-15,10,10
AnPhA-T116-01,90516,2.1: Types of Membranes,5,5
AnPhA-T116-01,90516,2.2 - 2.3: Quiz,10,10
AnPhA-T116-01,90516,2.4 - 2.5 Quiz,5,NA
AnPhA-T116-01,90516,2.6: Quiz,10,10
AnPhA-T116-01,90516,Unit 2 Assessment: Test,10,10
AnPhA-T116-01,90516,3.1: Models of the Integumentary System,5,3
AnPhA-T116-01,90516,3.2 - 3.3: Quiz,5,5
AnPhA-T116-01,90516,3.4: Skin Twin - Discussion Board,5,4
AnPhA-T116-01,90516,Unit 3 Assessment: UV Exposure Lab,10,6
AnPhA-T116-01,90516,PROGRESS CHECK 2 @ 10-09-15,10,4
AnPhA-T116-01,90516,4.2: Balloon Skull Lab,10,NA
AnPhA-T116-01,90516,4.1 - 4.3: Quiz,5,5
AnPhA-T116-01,90516,4.4: Quiz,15,15
AnPhA-T116-01,90516,4.5: Muscle Movements in our Daily Life,10,10
AnPhA-T116-01,90516,4.6: Soda and Osteoporosis Research Writing,30,28
AnPhA-T116-01,90516,Unit 4 Assessment: Test,30,20
AnPhA-T116-01,90516,5.1: Quiz,597,376.98
AnPhA-T116-01,90516,5.4: Muscle Tissue Types Chart,10,9.38
AnPhA-T116-01,90516,5.2 - 5.4: Quiz,24,20
AnPhA-T116-01,90516,PROGRESS CHECK 3 @ 10-28-15,5,4
AnPhA-T116-01,90516,5.5: Naming Skeletal Muscle - Discussion Board,30,18.3
AnPhA-T116-01,90516,5.6: Quiz,28,22
AnPhA-T116-01,90516,Unit 5 Assessment: Fitness Class Poster,15,NA
AnPhA-T116-01,90516,6.1: Quiz,10,7
AnPhA-T116-01,90516,6.2: Helmet Law - Discussion Board,443,397.5
AnPhA-T116-01,90516,6.3 - 6.4: Quiz,10,10
AnPhA-T116-01,90516,6.5: Diagramming the Nervous System,10,NA
AnPhA-T116-01,90516,Unit 6 Assessment: Test,10,9
AnPhA-T116-01,90516,PROGRESS CHECK 4 @ 11-13-15,10,10
AnPhA-T116-01,90516,7.1: Quiz,10,0
AnPhA-T116-01,90516,7.2: Virtual Eye Dissection,20,17
AnPhA-T116-01,90516,7.3: Anatomy and Physiology of Hearing Flow Chart,5,5
AnPhA-T116-01,90516,7.4: Quiz,55,55
AnPhA-T116-01,90516,Unit 7 Assessment: Create Your Own Senses Experiment,10,10
AnPhA-T116-01,90516,8.1 - 8.3: Quiz,10,8
AnPhA-T116-01,90516,8.4: Negative Feedback Loops of the Endocrine Pancreas,10,NA
AnPhA-T116-01,90516,8.5: Modeling Leptin and Obesity,10,10
AnPhA-T116-01,90516,Unit 8 Assessment: Test,30,28.87
AnPhA-T116-01,90516,Final Exam,5,5
AnPhA-T116-01,90516,POINTS EARNED & TOTAL COURSE POINTS,10,8.65
BioA-S116-01,61965,POINTS EARNED & TOTAL COURSE POINTS,465,425
BioA-S116-01,61965,WORK ATTEMPTED,15,13
BioA-S116-01,61965,Writing 1-1,10,NA
BioA-S116-01,61965,Discussion 2-1,10,8
BioA-S116-01,61965,Quiz 2-2,10,10
BioA-S116-01,61965,Lab 2-3,30,28
BioA-S116-01,61965,Quiz 2-4,5,5
BioA-S116-01,61965,Test 1-2 MC,30,21
BioA-S116-01,61965,Test 1-2 FR,30,NA
BioA-S116-01,61965,PROGRESS CHECK 1 @ 10-02-15,10,8.5
BioA-S116-01,61965,EcoSit 1 (Chapter 3),5,3
BioA-S116-01,61965,Lab 3-3,10,6.5
BioA-S116-01,61965,Quiz 3-4,5,5
BioA-S116-01,61965,Lab 4-1,10,NA
BioA-S116-01,61965,Writing 4-2,5,3.5
BioA-S116-01,61965,EcoSit 2 (Chapter 4),5,5
BioA-S116-01,61965,Test 3-4 MC,5,5
BioA-S116-01,61965,Test 3-4 FR,10,9
BioA-S116-01,61965,PROGRESS CHECK 2 @ 10-28-15,130,130
BioA-S116-01,61965,Quiz 4-4,10,8
BioA-S116-01,61965,Lab 5-1,30,30
BioA-S116-01,61965,Quiz 5-2,5,5
BioA-S116-01,61965,Discussion 5-3,10,6.88
BioA-S116-01,61965,Quiz 6.1,10,4
BioA-S116-01,61965,EcoSit 3 (Chapter 6),10,10
BioA-S116-01,61965,Discussion 6-3,5,3
BioA-S116-01,61965,Quiz 6-4,10,10
BioA-S116-01,61965,Test 5-6 MC,5,5
BioA-S116-01,61965,Test 5-6 FR,597,581.3
BioA-S116-01,61965,PROGRESS CHECK 3 @ 11-20-15,10,10
BioA-S116-01,61965,Game 7-1,30,15
BioA-S116-01,61965,Quiz 7-2,5,4
BioA-S116-01,61965,Quiz 7-3,5,5
BioA-S116-01,61965,Lab 7-4,145,135
BioA-S116-01,61965,Lab 8-1,625,594.4
BioA-S116-01,61965,Quiz 8-2,10,NA
BioA-S116-01,61965,Quiz 8-3,5,NA
BioA-S116-01,61965,Test 7-8 MC,10,9
BioA-S116-01,61965,Test 7-8 FR,5,5
BioA-S116-01,61965,PROGRESS CHECK 4 @ 12-18-15,5,2
BioA-S116-01,61965,Quiz 9-1,5,5
BioA-S116-01,61965,Quiz 9-2,55,27
BioA-S116-01,61965,Discussion 9-3,12,12
BioA-S116-01,61965,Writing 10-1,12,5.4
BioA-S116-01,61965,Lab 10-2,10,9
