student_id,subject,semester,section,total_points_possible,total_points_earned,proportion_earned,gender,enrollment_reason,enrollment_status,time_spent,time_spent_hours,course_id,int,val,percomp,tv,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,date_x,post_int,post_uv,post_tv,post_percomp,date_y,date
86277,AnPhA,S116,01,1775,1616.36666,91.0629104225352,F,Course Unavailable at Local School,Approved/Enrolled,3856.8672,64.28112,AnPhA-S116-01,4.2,4,4,4,4,5,5,5,4,4,3,4,3,4,2015-09-20T23:53:00Z,NA,NA,NA,NA,NA,NA
86280,FrScA,S116,01,1212,1048,86.46864686468648,F,Course Unavailable at Local School,Approved/Enrolled,2167.9669,36.132781666666666,FrScA-S116-01,5,5,4,5,5,5,3,5,5,5,5,5,5,5,2015-09-09T11:49:00Z,NA,NA,NA,NA,NA,NA
86286,AnPhA,S116,01,1775,1726.25,97.25352112676056,F,Course Unavailable at Local School,Approved/Enrolled,4140.4495,69.00749166666667,AnPhA-S116-01,4.2,3.6666666666666665,2.5,4,4,4,3,4,4,4,2,4,3,5,2015-09-22T14:50:00Z,NA,NA,NA,NA,NA,NA
86294,AnPhA,S116,01,1775,1514.66667,85.33333352112676,F,Course Unavailable at Local School,Approved/Enrolled,4239.5495,70.65915833333334,AnPhA-S116-01,4,4.333333333333333,3.5,4.142857142857143,4,4,3,4,4,4,4,4,5,4,2015-09-17T12:50:00Z,NA,NA,NA,NA,NA,NA
86296,OcnA,S216,01,1833,1328.54,72.47899618112383,F,Course Unavailable at Local School,Approved/Enrolled,403.8,6.73,OcnA-S216-01,3.6,3,3,3.2857142857142856,4,3,2,4,4,3,4,4,3,2,2016-01-25T14:09:00Z,NA,NA,NA,NA,NA,NA
86309,FrScA,S116,03,1212,853.73,70.43976897689768,F,Course Unavailable at Local School,Approved/Enrolled,1219.4837,20.324728333333333,FrScA-S116-03,4.8,3.3333333333333335,4.5,4.142857142857143,5,3,5,5,4,4,4,5,3,5,2015-09-09T13:06:00Z,4,2.6666666666666665,3.4285714285714284,3.5,2016-01-12T14:37:00Z,NA
86314,AnPhA,S116,02,1775,1486.01333,83.71906084507043,F,Course Unavailable at Local School,Approved/Enrolled,3030.1667,50.50277833333334,AnPhA-S116-02,4.2,5,4.5,4.428571428571429,4,5,4,5,4,5,5,4,5,4,2015-10-07T16:43:00Z,NA,NA,NA,NA,NA,NA
86339,FrScA,S116,01,1212,1125,92.82178217821783,F,Scheduling Conflict,Approved/Enrolled,598.783,9.979716666666667,FrScA-S116-01,4.2,3.6666666666666665,3.5,3.857142857142857,4,4,3,5,4,4,4,4,3,4,2015-09-16T12:59:00Z,NA,NA,NA,NA,NA,NA
86340,FrScA,S116,01,1212,1173,96.78217821782178,F,Scheduling Conflict,Approved/Enrolled,1077.3504,17.955840000000002,FrScA-S116-01,4.4,3.3333333333333335,4,3.857142857142857,4,4,4,5,4,3,4,4,3,5,2015-09-14T14:19:00Z,NA,NA,NA,NA,NA,NA
86340,OcnA,S216,01,1833,358.75,19.571740316421167,F,Course Unavailable at Local School,Dropped,111.5834,1.8597233333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86349,FrScA,S216,01,1232,1100,89.28571428571429,F,Scheduling Conflict,Approved/Enrolled,847.9663,14.132771666666667,FrScA-S216-01,5,5,4.5,5,5,5,5,5,5,5,4,5,5,5,2016-01-26T13:30:00Z,4.25,4,4.142857142857143,3.5,2015-09-14T12:32:00Z,NA
86349,OcnA,S116,01,1676,1564.96,93.37470167064438,F,Course Unavailable at Local School,Approved/Enrolled,1601.1335,26.685558333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86353,PhysA,S116,01,2225,1898.7,85.33483146067415,M,Learning Preference of the Student,Approved/Enrolled,328.5168,5.47528,PhysA-S116-01,4.8,5,3,4.857142857142857,5,5,3,5,5,5,3,5,5,4,2015-09-09T17:38:00Z,3,3.3333333333333335,3.142857142857143,3,2016-01-06T13:31:00Z,NA
86364,FrScA,S116,01,1212,979,80.77557755775577,F,Other,Approved/Enrolled,3429.2834,57.15472333333333,FrScA-S116-01,4.8,3.6666666666666665,4,4.285714285714286,4,3,3,5,5,5,5,5,3,5,2015-09-09T13:22:00Z,3.75,3.6666666666666665,3.7142857142857144,3,2015-11-12T14:31:00Z,NA
86365,FrScA,S116,01,1212,1197,98.76237623762376,F,Other,Approved/Enrolled,1027.7002,17.128336666666666,FrScA-S116-01,4.4,4,4,4.142857142857143,4,4,4,5,4,4,4,4,4,5,2015-09-14T15:09:00Z,NA,NA,NA,NA,NA,NA
86429,AnPhA,S116,01,1775,1604.61,90.40056338028168,F,Scheduling Conflict,Approved/Enrolled,7003.0005,116.716675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86432,AnPhA,S116,01,1775,1330.71333,74.96976507042254,M,Scheduling Conflict,Approved/Enrolled,3715.9002,61.931670000000004,AnPhA-S116-01,3.8,4,3,3.857142857142857,4,4,3,4,4,4,3,4,4,3,2015-09-10T14:47:00Z,NA,NA,NA,NA,NA,NA
86446,AnPhA,S116,01,1775,1560.63,87.92281690140845,F,Scheduling Conflict,Approved/Enrolled,2527.6997,42.128328333333336,AnPhA-S116-01,4,3.6666666666666665,3,3.857142857142857,4,4,3,4,4,4,3,4,3,4,2015-09-10T16:41:00Z,NA,NA,NA,NA,NA,NA
86451,AnPhA,S116,01,1775,1692.77,95.36732394366197,F,Scheduling Conflict,Approved/Enrolled,4176.8337,69.613895,AnPhA-S116-01,4.4,4.333333333333333,4,4.285714285714286,4,4,4,5,4,5,4,5,4,4,2015-09-11T17:11:00Z,NA,NA,NA,NA,NA,NA
86455,FrScA,S116,01,1212,1107,91.33663366336634,F,Other,Approved/Enrolled,1616.3337,26.938895,FrScA-S116-01,5,2.6666666666666665,3,4,5,2,3,5,5,4,3,5,2,5,2015-10-01T17:49:00Z,NA,NA,NA,NA,NA,NA
86455,OcnA,S216,01,1833,1689,92.14402618657938,F,Other,Approved/Enrolled,2337.4167,38.956945000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86460,OcnA,S116,01,1676,1515.73,90.43735083532219,F,Other,Approved/Enrolled,1891.1999,31.519998333333334,OcnA-S116-01,4.2,3.6666666666666665,3.5,4,5,3,4,4,4,4,3,4,4,4,2015-09-09T17:42:00Z,4.5,5,4.714285714285714,2,2015-12-10T19:07:00Z,NA
86476,AnPhA,S116,01,1775,1656.06166,93.29924845070423,F,Course Unavailable at Local School,Approved/Enrolled,1937.5168,32.29194666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86476,FrScA,S116,01,1212,1161,95.79207920792079,F,Course Unavailable at Local School,Approved/Enrolled,1673.8004,27.896673333333336,FrScA-S116-01,4,2.6666666666666665,4,3.4285714285714284,4,3,4,4,4,3,4,4,2,4,2015-09-14T14:51:00Z,NA,NA,NA,NA,NA,NA
86479,AnPhA,S116,01,1775,1653.81667,93.17277014084506,F,Course Unavailable at Local School,Approved/Enrolled,2712.234,45.2039,AnPhA-S116-01,5,5,NA,5,5,5,NA,5,5,5,4,5,5,5,2015-09-11T02:08:00Z,NA,NA,NA,NA,NA,NA
86484,AnPhA,S116,01,1775,1496.61,84.31605633802816,M,Course Unavailable at Local School,Approved/Enrolled,1872.0336,31.20056,AnPhA-S116-01,4.2,4.666666666666667,4.5,4.428571428571429,5,5,4,4,4,5,5,4,4,4,2015-09-11T15:35:00Z,NA,NA,NA,NA,NA,NA
86488,AnPhA,S116,01,1775,1583.005,89.18338028169015,F,Course Unavailable at Local School,Approved/Enrolled,3599.7168,59.99528,AnPhA-S116-01,4.2,3.6666666666666665,4,3.857142857142857,4,4,4,5,4,4,4,4,3,4,2015-09-17T12:58:00Z,NA,NA,NA,NA,NA,NA
86490,FrScA,S216,01,1232,1155,93.75,F,Course Unavailable at Local School,Approved/Enrolled,1101.2833,18.354721666666666,FrScA-S216-01,4.4,4.333333333333333,3.5,4.285714285714286,5,4,3,5,4,5,4,4,4,4,2016-01-25T15:23:00Z,NA,NA,NA,NA,NA,NA
86492,AnPhA,S116,01,1775,708.2750000000001,39.90281690140846,F,Course Unavailable at Local School,Approved/Enrolled,893.1332,14.885553333333332,AnPhA-S116-01,4,4,3.5,4,4,4,3,4,4,4,4,4,4,4,2015-09-17T15:38:00Z,NA,NA,NA,NA,NA,NA
86504,AnPhA,S116,01,1775,1328.37,74.83774647887323,F,Scheduling Conflict,Approved/Enrolled,1551.3498,25.85583,AnPhA-S116-01,1.8,2.3333333333333335,2.5,2.142857142857143,2,2,3,1,2,2,2,2,3,2,2015-09-11T11:37:00Z,NA,NA,NA,NA,NA,NA
86515,FrScA,S216,01,1232,1066,86.52597402597402,M,Course Unavailable at Local School,Approved/Enrolled,846.0835,14.101391666666666,FrScA-S216-01,5,4,4,4.571428571428571,5,4,3,5,5,5,5,5,3,5,2016-01-25T18:36:00Z,NA,NA,NA,NA,NA,NA
86527,OcnA,S216,01,1833,1497.23,81.68194217130387,F,Course Unavailable at Local School,Approved/Enrolled,2211.5331,36.858885,OcnA-S216-01,4.4,4,3,4.285714285714286,4,4,3,4,4,4,3,5,4,5,2016-01-27T14:23:00Z,NA,NA,NA,NA,NA,NA
86543,FrScA,S116,01,1212,977,80.61056105610561,F,Course Unavailable at Local School,Approved/Enrolled,1425.9832,23.766386666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86580,BioA,S116,01,2420,1941.75,80.23760330578511,F,Learning Preference of the Student,Approved/Enrolled,1076.5339,17.942231666666665,BioA-S116-01,3.8,3.3333333333333335,2.5,3.5714285714285716,4,3,2,4,4,4,3,4,3,3,2015-09-09T17:10:00Z,NA,NA,NA,NA,NA,NA
86588,AnPhA,S116,01,1775,534,30.084507042253524,F,Scheduling Conflict,Approved/Enrolled,67.5167,1.1252783333333334,AnPhA-S116-01,5,4.666666666666667,5,4.857142857142857,5,5,5,5,5,5,5,5,4,5,2015-09-14T11:53:00Z,NA,NA,NA,NA,NA,NA
86608,AnPhA,S116,01,1775,1404.09,79.10366197183099,F,Course Unavailable at Local School,Approved/Enrolled,3109.0664,51.817773333333335,AnPhA-S116-01,4,4,3.5,4,4,4,3,4,4,4,4,4,4,4,2015-09-11T11:36:00Z,NA,NA,NA,NA,NA,NA
86618,FrScA,S116,03,1212,653.11,53.88696369636964,F,Course Unavailable at Local School,Approved/Enrolled,2393.4669,39.891115,FrScA-S116-03,5,5,4.5,5,5,5,4,5,5,5,5,5,5,5,2015-09-14T18:47:00Z,5,5,5,5,2015-09-11T18:28:00Z,NA
86627,FrScA,S116,02,1212,745.73,61.52887788778878,M,Course Unavailable at Local School,Approved/Enrolled,2193.117,36.551950000000005,FrScA-S116-02,4.2,4.666666666666667,4,4.428571428571429,5,5,4,4,5,5,4,4,4,3,2015-09-10T17:20:00Z,NA,NA,NA,NA,NA,NA
86679,FrScA,S116,01,1212,1161,95.79207920792079,F,Other,Approved/Enrolled,2267.4,37.79,FrScA-S116-01,NA,3,4,NA,4,3,3,4,NA,3,5,4,3,4,2015-09-15T00:59:00Z,NA,NA,NA,NA,NA,NA
86689,OcnA,S116,02,1676,1316.2,78.53221957040573,M,Course Unavailable at Local School,Approved/Enrolled,2457.1828,40.953046666666665,OcnA-S116-02,5,4,3,4.571428571428571,5,4,3,5,5,4,3,5,4,5,2015-09-09T17:09:00Z,NA,NA,NA,NA,NA,NA
86697,OcnA,S216,02,1676,1472.37,87.85023866348448,F,Other,Approved/Enrolled,1133.4667,18.891111666666667,OcnA-S216-02,4.6,4,4,4.285714285714286,5,4,4,5,4,4,4,4,4,5,2016-02-01T13:55:00Z,NA,NA,NA,NA,NA,NA
86707,AnPhA,S116,02,1775,1562.85334,88.04807549295775,F,Course Unavailable at Local School,Approved/Enrolled,2143.133,35.71888333333333,AnPhA-S116-02,4.4,4.666666666666667,3.5,4.428571428571429,4,5,3,5,4,5,4,4,4,5,2015-09-10T15:02:00Z,NA,NA,NA,NA,NA,NA
86709,FrScA,S116,01,1212,1173,96.78217821782178,M,Scheduling Conflict,Approved/Enrolled,1600.3334,26.67222333333333,FrScA-S116-01,4.4,3,3.5,3.7142857142857144,5,3,4,5,4,3,3,4,3,4,2015-09-22T14:57:00Z,NA,NA,NA,NA,NA,NA
86758,OcnA,S116,01,1676,1603.7,95.68615751789976,F,Course Unavailable at Local School,Approved/Enrolled,3742.8836,62.381393333333335,OcnA-S116-01,4.6,3,3.5,3.857142857142857,4,3,4,5,5,3,3,5,3,4,2015-09-09T15:00:00Z,4.75,4.666666666666667,4.714285714285714,4,2015-09-17T15:51:00Z,NA
86792,FrScA,S116,01,1212,1201,99.0924092409241,F,Course Unavailable at Local School,Approved/Enrolled,879.1998,14.65333,FrScA-S116-01,4.6,4,4,4.285714285714286,5,4,3,5,4,4,5,5,4,4,2015-09-14T12:12:00Z,2.25,2,2.142857142857143,2.5,2016-01-22T00:59:00Z,NA
86793,FrScA,S116,01,1212,1181,97.44224422442245,F,Course Unavailable at Local School,Approved/Enrolled,553.3835,9.223058333333334,FrScA-S116-01,4.8,4,4.5,4.428571428571429,5,4,4,5,5,4,5,5,4,4,2015-09-09T16:53:00Z,4,3,3.5714285714285716,4,2016-01-04T12:55:00Z,NA
86794,FrScA,S116,01,1212,1113,91.83168316831683,M,Course Unavailable at Local School,Approved/Enrolled,1274.8167,21.246945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86803,FrScA,S116,01,1212,1088,89.76897689768977,F,Course Unavailable at Local School,Approved/Enrolled,3344.1504,55.73584,FrScA-S116-01,4.8,4.333333333333333,4.5,4.571428571428571,5,4,4,5,5,5,5,5,4,4,2015-09-14T13:28:00Z,NA,NA,NA,NA,NA,NA
86815,FrScA,S116,01,1212,1026,84.65346534653465,F,Course Unavailable at Local School,Approved/Enrolled,1666.7332,27.778886666666665,FrScA-S116-01,4.8,3.3333333333333335,3.5,4.142857142857143,5,3,3,5,5,4,4,4,3,5,2015-09-11T15:45:00Z,4,4,4,4,2015-10-27T15:51:00Z,NA
86836,FrScA,S216,01,1232,1120,90.9090909090909,F,Course Unavailable at Local School,Approved/Enrolled,1422.7335,23.712225,FrScA-S216-01,4,3,3,3.5714285714285716,4,3,3,4,4,3,3,4,3,4,2016-01-25T16:53:00Z,NA,NA,NA,NA,NA,NA
86836,OcnA,S116,01,1676,50,2.983293556085919,F,Course Unavailable at Local School,Dropped,46.6833,0.778055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86882,FrScA,S116,03,1212,995,82.0957095709571,F,Course Unavailable at Local School,Approved/Enrolled,1294.8334,21.580556666666666,FrScA-S116-03,5,3.6666666666666665,4.5,4.428571428571429,5,4,4,5,5,4,5,5,3,5,2015-09-16T17:50:00Z,NA,NA,NA,NA,NA,NA
86942,AnPhA,S216,01,1775,1515.7,85.39154929577465,F,Scheduling Conflict,Approved/Enrolled,3101.5166,51.691943333333334,AnPhA-S216-01,5,4.666666666666667,5,4.857142857142857,5,4,5,5,5,5,5,5,5,5,2016-01-25T17:08:00Z,NA,NA,NA,NA,NA,NA
86943,OcnA,S116,01,1676,1218.07,72.6772076372315,M,Scheduling Conflict,Approved/Enrolled,1377.5666,22.959443333333336,OcnA-S116-01,4.4,3.6666666666666665,4,4,5,4,4,5,4,4,4,4,3,4,2015-09-12T22:53:00Z,4.25,4,4.142857142857143,4,2015-09-12T22:57:00Z,NA
87001,OcnA,S116,02,1676,1300.25,77.58054892601432,M,Course Unavailable at Local School,Approved/Enrolled,1202.6335,20.043891666666664,OcnA-S116-02,4.2,3.6666666666666665,4.5,4,4,4,5,4,4,4,4,4,3,5,2015-09-09T14:40:00Z,NA,NA,NA,NA,NA,NA
87010,FrScA,S116,01,1212,1080,89.10891089108911,F,Course Unavailable at Local School,Approved/Enrolled,1920.8168,32.01361333333333,FrScA-S116-01,3.8,3.6666666666666665,3,3.857142857142857,4,3,3,3,4,4,3,4,4,4,2015-09-08T16:52:00Z,4.75,4,4.428571428571429,3,2015-10-27T19:03:00Z,NA
87020,FrScA,S216,01,1232,922.5,74.87824675324676,F,Course Unavailable at Local School,Approved/Enrolled,1788.9003,29.815005,FrScA-S216-01,4,3.3333333333333335,4,3.5714285714285716,4,3,3,5,4,4,5,4,3,3,2016-02-23T16:19:00Z,NA,NA,NA,NA,NA,NA
87027,FrScA,S116,01,1212,932,76.89768976897689,F,Course Unavailable at Local School,Approved/Enrolled,1605.0336,26.75056,FrScA-S116-01,5,3.6666666666666665,4,4.428571428571429,5,3,3,5,5,5,5,5,3,5,2015-09-08T16:53:00Z,5,3.6666666666666665,4.428571428571429,5,2015-11-30T18:07:00Z,NA
87043,AnPhA,S116,01,1775,1639.47,92.36450704225352,F,Other,Approved/Enrolled,1587.1833,26.453055,AnPhA-S116-01,5,4.666666666666667,4.5,4.857142857142857,5,5,5,5,5,5,4,5,4,5,2015-09-13T02:34:00Z,NA,NA,NA,NA,NA,NA
87081,BioA,S116,01,2420,311.25,12.861570247933884,M,Other,Approved/Enrolled,181.5999,3.026665,BioA-S116-01,4,4,4,4,4,4,3,4,4,4,5,4,4,4,2015-09-09T20:05:00Z,NA,NA,NA,NA,NA,NA
87093,FrScA,S116,01,1212,860,70.95709570957096,M,Course Unavailable at Local School,Approved/Enrolled,486.65,8.110833333333334,FrScA-S116-01,4.4,4.666666666666667,4,4.571428571428571,5,5,4,4,4,5,4,4,4,5,2015-09-09T18:57:00Z,NA,NA,NA,NA,NA,NA
87122,OcnA,S116,02,1676,230,13.723150357995225,F,Course Unavailable at Local School,Approved/Enrolled,546.4335,9.107225,OcnA-S116-02,5,5,4,5,5,5,4,5,5,5,4,5,5,5,2015-09-10T11:47:00Z,NA,NA,NA,NA,NA,NA
87163,FrScA,S116,01,1212,1041,85.89108910891089,F,Scheduling Conflict,Approved/Enrolled,1365.8501,22.764168333333334,FrScA-S116-01,4.6,4.333333333333333,4.5,4.428571428571429,5,4,4,5,4,4,5,4,5,5,2015-09-16T22:58:00Z,NA,NA,NA,NA,NA,NA
87166,AnPhA,S116,01,1775,1413.97333,79.66046929577465,M,Course Unavailable at Local School,Approved/Enrolled,1471.8833,24.531388333333332,AnPhA-S116-01,4.6,4.333333333333333,4.5,4.428571428571429,4,5,4,5,5,4,5,5,4,4,2015-09-10T13:42:00Z,NA,NA,NA,NA,NA,NA
87171,PhysA,S116,01,2225,2182,98.06741573033707,F,Course Unavailable at Local School,Approved/Enrolled,768.6994,12.811656666666666,PhysA-S116-01,5,4.666666666666667,4,4.857142857142857,5,5,4,5,5,5,4,5,4,5,2015-09-09T22:13:00Z,4.25,3.6666666666666665,4,4,2016-01-16T23:32:00Z,NA
87209,OcnA,S116,02,1676,1443.85,86.14856801909308,F,Learning Preference of the Student,Approved/Enrolled,3755.1506,62.58584333333333,OcnA-S116-02,3.8,3.3333333333333335,3.5,3.5714285714285716,4,3,3,4,4,4,4,4,3,3,2015-09-09T13:23:00Z,NA,NA,NA,NA,NA,NA
87484,FrScA,S116,01,1212,1131,93.31683168316832,F,Course Unavailable at Local School,Approved/Enrolled,3341.9499,55.699165,FrScA-S116-01,4,3.3333333333333335,4,3.5714285714285716,5,4,3,5,2,4,5,4,2,4,2015-09-09T17:25:00Z,NA,NA,NA,NA,NA,NA
87485,FrScA,S116,01,1212,922,76.07260726072607,M,Course Unavailable at Local School,Approved/Enrolled,1451.8836,24.198059999999998,FrScA-S116-01,3.4,2.6666666666666665,2.5,3.142857142857143,4,2,2,3,3,3,3,3,3,4,2015-10-08T21:57:00Z,NA,NA,NA,NA,NA,NA
87489,FrScA,S116,01,1212,983,81.10561056105611,M,Course Unavailable at Local School,Approved/Enrolled,1075.0999,17.918331666666667,FrScA-S116-01,3.4,2.6666666666666665,3,3,3,2,3,4,3,3,3,4,3,3,2015-09-11T12:23:00Z,3.75,1.6666666666666667,2.857142857142857,3,2015-12-30T19:03:00Z,NA
87504,FrScA,S116,01,1212,835,68.89438943894389,F,Learning Preference of the Student,Approved/Enrolled,1330.8502,22.180836666666668,FrScA-S116-01,4.8,3.3333333333333335,3,4.142857142857143,4,3,3,5,5,4,3,5,3,5,2015-09-09T16:46:00Z,NA,NA,NA,NA,NA,NA
87552,BioA,S116,01,2420,2220,91.73553719008265,F,Scheduling Conflict,Approved/Enrolled,1496.8001,24.94666833333333,BioA-S116-01,4,4.666666666666667,NA,4.285714285714286,4,5,3,4,4,5,NA,4,4,4,2015-09-17T00:15:00Z,NA,NA,NA,NA,NA,NA
87579,FrScA,S116,01,1212,1175,96.94719471947195,M,Scheduling Conflict,Approved/Enrolled,1451.9169,24.198615,FrScA-S116-01,3.8,3.3333333333333335,3,3.5714285714285716,4,3,3,4,4,4,3,4,3,3,2015-09-22T15:13:00Z,NA,NA,NA,NA,NA,NA
87670,OcnA,S216,01,1833,1369.52,74.71467539552646,F,Course Unavailable at Local School,Approved/Enrolled,1995.5832,33.25972,OcnA-S216-01,4.8,5,5,4.857142857142857,5,5,5,5,4,5,5,5,5,5,2016-01-26T14:47:00Z,NA,NA,NA,NA,NA,NA
87689,BioA,T116,01,2420,1996.15,82.48553719008265,M,Other,Approved/Enrolled,1525.0333,25.417221666666666,BioA-T116-01,2.8,3.6666666666666665,3,3.142857142857143,3,4,2,3,3,5,4,3,2,2,2015-09-10T22:27:00Z,2.75,3.3333333333333335,3,3.5,2015-11-17T03:04:00Z,NA
87693,FrScA,T116,01,1212,1090.47,89.97277227722773,F,Course Unavailable at Local School,Approved/Enrolled,2479.8167,41.33027833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87805,FrScA,S116,01,1212,1179,97.27722772277228,F,Course Unavailable at Local School,Approved/Enrolled,1388.1167,23.135278333333336,FrScA-S116-01,4.6,3.3333333333333335,4.5,4,5,3,4,5,4,4,5,5,3,4,2015-09-11T02:15:00Z,4.75,3.3333333333333335,4.142857142857143,4.5,2015-09-11T18:27:00Z,NA
87825,OcnA,S216,01,1833,1726.28,94.17785051827605,M,Course Unavailable at Local School,Approved/Enrolled,330.7998,5.51333,OcnA-S216-01,4.6,3.6666666666666665,4.5,4.142857142857143,5,4,4,5,4,3,5,5,4,4,2016-01-28T18:04:00Z,NA,NA,NA,NA,NA,NA
87861,FrScA,S216,01,1232,1182,95.94155844155844,F,Course Unavailable at Local School,Approved/Enrolled,3303.3832,55.05638666666667,FrScA-S216-01,4.6,3.6666666666666665,4,4.142857142857143,4,4,3,5,4,4,5,5,3,5,2016-02-01T14:02:00Z,NA,NA,NA,NA,NA,NA
87865,AnPhA,T116,01,1775,1500.51333,84.53596225352112,F,Scheduling Conflict,Approved/Enrolled,1304.1168,21.73528,AnPhA-T116-01,3.8,4.666666666666667,3.5,4.142857142857143,4,5,3,4,4,5,4,4,4,3,2015-09-17T14:44:00Z,NA,NA,NA,NA,NA,NA
87866,FrScA,T116,01,1212,1144.42,94.42409240924093,F,Course Unavailable at Local School,Approved/Enrolled,1988.8836,33.14806,FrScA-T116-01,3.8,3.3333333333333335,3.5,3.5714285714285716,4,4,3,4,4,3,4,4,3,3,2015-09-08T21:16:00Z,NA,NA,NA,NA,NA,NA
87905,FrScA,S116,01,1212,1149,94.80198019801979,F,Course Unavailable at Local School,Approved/Enrolled,2166.8999,36.11499833333333,FrScA-S116-01,4.4,2.6666666666666665,4,3.7142857142857144,5,3,4,4,5,3,4,5,2,3,2015-09-10T13:53:00Z,NA,NA,NA,NA,NA,NA
87906,FrScA,S116,01,1212,1007,83.08580858085809,F,Learning Preference of the Student,Approved/Enrolled,1095.6001,18.260001666666668,FrScA-S116-01,5,4.333333333333333,3.5,4.714285714285714,5,4,3,5,5,5,4,5,4,5,2015-09-11T17:47:00Z,NA,NA,NA,NA,NA,NA
87914,FrScA,S116,01,1212,1149,94.80198019801979,F,Course Unavailable at Local School,Approved/Enrolled,1156.1668,19.269446666666667,FrScA-S116-01,4.6,4.333333333333333,3.5,4.428571428571429,5,5,2,5,4,4,5,4,4,5,2015-09-09T17:38:00Z,5,5,5,4,2016-01-22T03:18:00Z,NA
87927,FrScA,S116,01,1212,977,80.61056105610561,F,Course Unavailable at Local School,Approved/Enrolled,3934.8498,65.58083,FrScA-S116-01,4.4,3.3333333333333335,3.5,3.857142857142857,5,3,4,5,4,4,3,4,3,4,2015-09-14T14:42:00Z,4.25,4,4.142857142857143,3.5,2015-09-14T14:44:00Z,NA
87955,OcnA,T116,01,1676,1403.75,83.75596658711217,F,Course Unavailable at Local School,Approved/Enrolled,2420.5994,40.34332333333334,OcnA-T116-01,5,3.6666666666666665,4,4.428571428571429,5,4,5,5,5,5,3,5,2,5,2015-09-10T19:04:00Z,5,4.333333333333333,4.714285714285714,3.5,2015-11-16T18:10:00Z,NA
87970,OcnA,S116,01,1676,1472.12,87.83532219570405,F,Course Unavailable at Local School,Approved/Enrolled,3123.3502,52.055836666666664,OcnA-S116-01,4.2,5,3,5,5,5,3,1,5,5,3,5,5,5,2015-09-09T16:56:00Z,5,4.666666666666667,4.857142857142857,4,2015-09-14T16:54:00Z,NA
87988,FrScA,S216,02,1217,40,3.2867707477403454,F,Course Unavailable at Local School,Dropped,7.8831,0.131385,FrScA-S216-02,5,4.333333333333333,4.5,4.714285714285714,5,4,4,5,5,5,5,5,4,5,2016-02-02T16:27:00Z,NA,NA,NA,NA,NA,NA
88048,FrScA,S216,02,1217,1134,93.17995069843879,F,Course Unavailable at Local School,Approved/Enrolled,2269.133,37.81888333333333,FrScA-S216-02,3.6,2.6666666666666665,3,3.2857142857142856,4,2,3,3,4,3,3,4,3,3,2016-01-28T16:52:00Z,NA,NA,NA,NA,NA,NA
88050,AnPhA,S116,01,1775,1270.30666,71.56657239436619,F,Course Unavailable at Local School,Approved/Enrolled,2130.6666,35.51111,AnPhA-S116-01,4.2,4.333333333333333,4,4.142857142857143,4,4,3,5,4,5,5,4,4,4,2015-09-18T12:47:00Z,NA,NA,NA,NA,NA,NA
88068,AnPhA,S116,01,1775,1275.17667,71.84093915492959,F,Learning Preference of the Student,Approved/Enrolled,535.8334,8.930556666666666,AnPhA-S116-01,4.6,4.666666666666667,4.5,4.571428571428571,4,4,4,5,4,5,5,5,5,5,2015-09-11T01:58:00Z,NA,NA,NA,NA,NA,NA
88075,FrScA,S116,04,1212,1004.73,82.89851485148515,F,Learning Preference of the Student,Approved/Enrolled,4323.8332,72.06388666666666,FrScA-S116-04,4.6,3.6666666666666665,3.5,4.142857142857143,5,4,4,5,4,4,3,4,3,5,2015-09-18T12:53:00Z,NA,NA,NA,NA,NA,NA
88091,PhysA,S116,01,2225,2169.8,97.5191011235955,M,Learning Preference of the Student,Approved/Enrolled,262.5502,4.375836666666667,PhysA-S116-01,4.2,4,3.5,4.142857142857143,5,5,4,4,4,4,3,5,3,3,2015-10-02T21:00:00Z,NA,NA,NA,NA,NA,NA
88099,AnPhA,S116,01,1775,1484.45166,83.63107943661971,F,Learning Preference of the Student,Approved/Enrolled,2615.4998,43.59166333333334,AnPhA-S116-01,3.8,4,3,3.857142857142857,4,4,3,4,3,4,3,4,4,4,2015-09-10T15:28:00Z,NA,NA,NA,NA,NA,NA
